"","Transect","X.3","X.2","RouteNumber","X.1","X","ref","Year","CountryNum","NumStops","Richness","ObsN","StartWind","RunType","FirstObs","Forest.cover","RouteName","Ecoregion_L1Code","Ecoregion_L1Name","space.time","Elevation","Richness_ALL"
"35","2027.2019",35,35,2027,16,16,2038,2019,840,3,6,1040579,0,1,1,0.665945211,"WARRIOR STD",8,"EASTERN TEMPERATE FORESTS",2,180,5
"36","2027.2019",36,36,2027,17,17,2066,2019,840,3,6,1040579,0,1,1,0.665945211,"WARRIOR STD",8,"EASTERN TEMPERATE FORESTS",2,180,5
"37","2028.2019",37,37,2028,18,18,27031,2019,840,7,6,1020450,0,1,1,0.579309923,"LANETT",8,"EASTERN TEMPERATE FORESTS",2,181,3
"38","2029.2019",38,38,2029,19,19,27050,2019,840,7,8,1160379,0,1,1,0.510137875,"COTTONTON",8,"EASTERN TEMPERATE FORESTS",2,181,6
"39","2030.2019",39,39,2030,20,20,2066,2019,840,7,7,1160379,0,1,1,0.433005919,"NEWTON",8,"EASTERN TEMPERATE FORESTS",2,178,5
"40","2030.2019",40,40,2030,21,21,2038,2019,840,7,7,1160379,0,1,1,0.433005919,"NEWTON",8,"EASTERN TEMPERATE FORESTS",2,178,5
"41","2038.2000",41,41,2038,278,20,2038,2000,840,5,2,990316,1,1,1,0.726009639,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,3
"42","2038.2001",42,42,2038,279,21,2038,2001,840,5,1,990316,1,1,1,0.707163038,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,1
"43","2038.2002",43,43,2038,280,22,2038,2002,840,5,2,990316,1,1,1,0.636430115,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,3
"44","2038.2003",44,44,2038,281,23,2038,2003,840,5,2,990316,1,1,1,0.635565897,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,4
"45","2038.2004",45,45,2038,282,24,2038,2004,840,5,4,990316,0,1,1,0.617483796,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,3
"46","2038.2005",46,46,2038,283,25,2038,2005,840,6,2,990316,1,1,1,0.579857072,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,2
"47","2038.2006",47,47,2038,284,26,2038,2006,840,7,5,990316,1,1,1,0.5377763,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,4
"48","2038.2007",48,48,2038,285,27,2038,2007,840,7,2,990316,1,1,1,0.507994017,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,4
"49","2038.2008",49,49,2038,286,28,2038,2008,840,7,3,990316,0,1,1,0.444274555,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,3
"50","2038.2009",50,50,2038,287,29,2038,2009,840,7,3,990316,1,1,1,0.436762506,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,4
"51","2038.2011",51,51,2038,288,30,2038,2011,840,7,6,990316,0,1,1,0.39132458,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,4
"52","2038.2012",52,52,2038,289,31,2038,2012,840,7,1,990316,0,1,1,0.432906764,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,4
"53","2038.2013",53,53,2038,290,32,2038,2013,840,7,4,990316,1,1,1,0.43779292,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,4
"54","2038.2014",54,54,2038,291,33,2038,2014,840,7,7,990316,1,1,1,0.434701679,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,5
"55","2038.2015",55,55,2038,292,34,2038,2015,840,7,3,990316,0,1,1,0.425560911,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,3
"56","2038.2016",56,56,2038,293,35,2038,2016,840,7,2,990316,1,1,1,0.414026924,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,2
"57","2038.2017",57,57,2038,294,36,2038,2017,840,7,4,990316,0,1,1,0.408043876,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,4
"58","2038.2018",58,58,2038,295,37,2038,2018,840,7,1,990316,1,1,1,0.40471996,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,2
"59","2038.2019",59,59,2038,296,38,2038,2019,840,7,2,990316,1,1,1,0.389230514,"CASTLEBERRY",8,"EASTERN TEMPERATE FORESTS",1,180,2
"60","2043.2019",60,60,2043,22,22,2021,2019,840,2,0,1070602,1,1,1,0.618549906,"BLOCTON",8,"EASTERN TEMPERATE FORESTS",2,182,1
"61","2043.2019",61,61,2043,23,23,2038,2019,840,2,0,1070602,1,1,1,0.618549906,"BLOCTON",8,"EASTERN TEMPERATE FORESTS",2,182,1
"62","2043.2019",62,62,2043,24,24,2066,2019,840,2,0,1070602,1,1,1,0.618549906,"BLOCTON",8,"EASTERN TEMPERATE FORESTS",2,182,1
"63","2047.2019",63,63,2047,25,25,2038,2019,840,7,8,980696,1,1,1,0.482177414,"JENA",8,"EASTERN TEMPERATE FORESTS",2,181,5
"64","2047.2019",64,64,2047,26,26,2021,2019,840,7,8,980696,1,1,1,0.482177414,"JENA",8,"EASTERN TEMPERATE FORESTS",2,181,5
"65","2048.2019",65,65,2048,27,27,2021,2019,840,8,2,1091285,0,1,1,0.484628725,"EPES",8,"EASTERN TEMPERATE FORESTS",2,180,2
"66","2048.2019",66,66,2048,28,28,2038,2019,840,8,2,1091285,0,1,1,0.484628725,"EPES",8,"EASTERN TEMPERATE FORESTS",2,180,2
"67","2048.2019",67,67,2048,29,29,2066,2019,840,8,2,1091285,0,1,1,0.484628725,"EPES",8,"EASTERN TEMPERATE FORESTS",2,180,2
"68","2049.2019",68,68,2049,30,30,2021,2019,840,4,0,1060416,2,1,2,0.624831804,"WEDGEWORTH",8,"EASTERN TEMPERATE FORESTS",2,182,5
"69","2049.2019",69,69,2049,31,31,2066,2019,840,4,0,1060416,2,1,2,0.624831804,"WEDGEWORTH",8,"EASTERN TEMPERATE FORESTS",2,182,5
"70","2049.2019",70,70,2049,32,32,2038,2019,840,4,0,1060416,2,1,2,0.624831804,"WEDGEWORTH",8,"EASTERN TEMPERATE FORESTS",2,182,5
"71","2050.2019",71,71,2050,33,33,2038,2019,840,8,16,1150772,0,1,1,0.419996044,"WHITEHALL",8,"EASTERN TEMPERATE FORESTS",2,180.5,11
"72","2050.2019",72,72,2050,34,34,2066,2019,840,8,16,1150772,0,1,1,0.419996044,"WHITEHALL",8,"EASTERN TEMPERATE FORESTS",2,180.5,11
"73","2052.2019",73,73,2052,35,35,2021,2019,840,3,0,990316,0,1,1,0.644259012,"ESCATAWPA",8,"EASTERN TEMPERATE FORESTS",2,178,2
"74","2052.2019",74,74,2052,36,36,2038,2019,840,3,0,990316,0,1,1,0.644259012,"ESCATAWPA",8,"EASTERN TEMPERATE FORESTS",2,178,2
"75","2052.2019",75,75,2052,37,37,2066,2019,840,3,0,990316,0,1,1,0.644259012,"ESCATAWPA",8,"EASTERN TEMPERATE FORESTS",2,178,2
"76","2053.2019",76,76,2053,38,38,2021,2019,840,7,5,990316,0,1,1,0.653223037,"GROVE HILL",8,"EASTERN TEMPERATE FORESTS",2,181,4
"77","2053.2019",77,77,2053,39,39,2038,2019,840,7,5,990316,0,1,1,0.653223037,"GROVE HILL",8,"EASTERN TEMPERATE FORESTS",2,181,4
"78","2053.2019",78,78,2053,40,40,2066,2019,840,7,5,990316,0,1,1,0.653223037,"GROVE HILL",8,"EASTERN TEMPERATE FORESTS",2,181,4
"79","2058.2019",79,79,2058,41,41,82015,2019,840,3,3,1151241,1,1,1,0.653747506,"MENTONE",8,"EASTERN TEMPERATE FORESTS",2,171,4
"80","2059.2019",80,80,2059,42,42,82015,2019,840,3,2,980696,0,1,1,0.598192223,"CARROLLTON",8,"EASTERN TEMPERATE FORESTS",2,180,3
"81","2059.2019",81,81,2059,43,43,2021,2019,840,3,2,980696,0,1,1,0.598192223,"CARROLLTON",8,"EASTERN TEMPERATE FORESTS",2,180,3
"82","2060.2019",82,82,2060,44,44,82015,2019,840,7,3,1030285,0,1,1,0.548935468,"HOLT",8,"EASTERN TEMPERATE FORESTS",2,181.75,3
"83","2060.2019",83,83,2060,45,45,2021,2019,840,7,3,1030285,0,1,1,0.548935468,"HOLT",8,"EASTERN TEMPERATE FORESTS",2,181.75,3
"84","2061.2019",84,84,2061,46,46,82015,2019,840,5,9,1040614,2,1,1,0.615557113,"ODENVILLE",8,"EASTERN TEMPERATE FORESTS",2,180.6666667,5
"85","2061.2019",85,85,2061,47,47,2021,2019,840,5,9,1040614,2,1,1,0.615557113,"ODENVILLE",8,"EASTERN TEMPERATE FORESTS",2,180.6666667,5
"86","2065.2019",86,86,2065,48,48,2066,2019,840,8,10,1150772,0,1,1,0.458950158,"CALEBEE",8,"EASTERN TEMPERATE FORESTS",2,182,5
"87","2065.2019",87,87,2065,49,49,2021,2019,840,8,10,1150772,0,1,1,0.458950158,"CALEBEE",8,"EASTERN TEMPERATE FORESTS",2,182,5
"88","2065.2019",88,88,2065,50,50,2038,2019,840,8,10,1150772,0,1,1,0.458950158,"CALEBEE",8,"EASTERN TEMPERATE FORESTS",2,182,5
"89","2066.2000",89,89,2066,297,39,2066,2000,840,5,4,990316,0,1,1,0.667720432,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,3
"90","2066.2001",90,90,2066,298,40,2066,2001,840,5,2,990316,1,1,1,0.641502302,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,4
"91","2066.2002",91,91,2066,299,41,2066,2002,840,5,0,990316,1,1,1,0.641502302,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,1
"92","2066.2003",92,92,2066,300,42,2066,2003,840,5,1,990316,0,1,1,0.627860628,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,1
"93","2066.2004",93,93,2066,301,43,2066,2004,840,5,2,990316,2,1,1,0.589237853,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,3
"94","2066.2005",94,94,2066,302,44,2066,2005,840,5,2,990316,1,1,1,0.565047076,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,3
"95","2066.2006",95,95,2066,303,45,2066,2006,840,5,3,990316,1,1,1,0.559343,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,6
"96","2066.2007",96,96,2066,304,46,2066,2007,840,6,5,990316,1,1,1,0.518108721,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,7
"97","2066.2008",97,97,2066,305,47,2066,2008,840,6,3,990316,1,1,1,0.483162669,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,4
"98","2066.2009",98,98,2066,306,48,2066,2009,840,6,3,990316,0,1,1,0.413579823,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,4
"99","2066.2011",99,99,2066,307,49,2066,2011,840,6,3,990316,0,1,1,0.391416397,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,6
"100","2066.2012",100,100,2066,308,50,2066,2012,840,6,3,990316,1,1,1,0.431963439,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,3
"101","2066.2013",101,101,2066,309,51,2066,2013,840,6,6,990316,0,1,1,0.438079857,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,7
"102","2066.2014",102,102,2066,310,52,2066,2014,840,6,3,990316,1,1,1,0.418321765,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,4
"103","2066.2015",103,103,2066,311,53,2066,2015,840,6,3,990316,1,1,1,0.416981651,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,3
"104","2066.2016",104,104,2066,312,54,2066,2016,840,6,4,990316,1,1,1,0.414919937,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,4
"105","2066.2017",105,105,2066,313,55,2066,2017,840,6,3,990316,1,1,1,0.412308432,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,4
"106","2066.2018",106,106,2066,314,56,2066,2018,840,6,3,990316,0,1,1,0.383513161,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,4
"107","2066.2019",107,107,2066,315,57,2066,2019,840,8,2,990316,0,1,1,0.371349048,"APPLETON",8,"EASTERN TEMPERATE FORESTS",1,179,3
"108","2068.2019",108,108,2068,51,51,2038,2019,840,9,2,1020450,0,1,1,0.355277351,"MADRID",8,"EASTERN TEMPERATE FORESTS",2,178.5,2
"109","2068.2019",109,109,2068,52,52,2066,2019,840,9,2,1020450,0,1,1,0.355277351,"MADRID",8,"EASTERN TEMPERATE FORESTS",2,178.5,2
"110","2069.2019",110,110,2069,53,53,2066,2019,840,10,6,1030244,2,1,1,0.402818537,"GEORGETOWN",8,"EASTERN TEMPERATE FORESTS",2,179,4
"111","2069.2019",111,111,2069,54,54,2038,2019,840,10,6,1030244,2,1,1,0.402818537,"GEORGETOWN",8,"EASTERN TEMPERATE FORESTS",2,179,4
"112","2072.2019",112,112,2072,55,55,82015,2019,840,8,5,1030697,0,1,1,0.481142192,"ELKMONT",8,"EASTERN TEMPERATE FORESTS",2,180,6
"113","2105.2019",113,113,2105,56,56,82015,2019,840,10,17,1040438,0,1,1,0.422663637,"BROOKSVILLE",8,"EASTERN TEMPERATE FORESTS",2,180,9
"114","2207.2019",114,114,2207,57,57,82015,2019,840,4,7,1040438,0,1,1,0.515233373,"ONEONTA",8,"EASTERN TEMPERATE FORESTS",2,180,8
"115","2208.2019",115,115,2208,58,58,2021,2019,840,7,18,1070595,1,1,1,0.479141104,"TALLADEGA",8,"EASTERN TEMPERATE FORESTS",2,186,9
"116","2211.2019",116,116,2211,59,59,2021,2019,840,5,3,1020446,0,1,1,0.512345289,"AUTAUGAVILLE",8,"EASTERN TEMPERATE FORESTS",2,177.6666667,3
"117","2211.2019",117,117,2211,60,60,2066,2019,840,5,3,1020446,0,1,1,0.512345289,"AUTAUGAVILLE",8,"EASTERN TEMPERATE FORESTS",2,177.6666667,3
"118","2211.2019",118,118,2211,61,61,2038,2019,840,5,3,1020446,0,1,1,0.512345289,"AUTAUGAVILLE",8,"EASTERN TEMPERATE FORESTS",2,177.6666667,3
"119","2216.2019",119,119,2216,62,62,25010,2019,840,7,9,1160379,0,1,1,0.496998687,"EUFAULA",8,"EASTERN TEMPERATE FORESTS",2,179,6
"120","2216.2019",120,120,2216,63,63,2066,2019,840,7,9,1160379,0,1,1,0.496998687,"EUFAULA",8,"EASTERN TEMPERATE FORESTS",2,179,6
"121","2216.2019",121,121,2216,64,64,2038,2019,840,7,9,1160379,0,1,1,0.496998687,"EUFAULA",8,"EASTERN TEMPERATE FORESTS",2,179,6
"122","25006.2019",122,122,25006,65,65,27050,2019,840,3,1,990903,1,1,1,0.565096235,"MICCOSUKEE",8,"EASTERN TEMPERATE FORESTS",2,178,1
"123","25006.2019",123,123,25006,66,66,25010,2019,840,3,1,990903,1,1,1,0.565096235,"MICCOSUKEE",8,"EASTERN TEMPERATE FORESTS",2,178,1
"124","25010.2004",124,124,25010,316,58,25010,2004,840,1,0,990594,0,0,1,0.81574758,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,1
"125","25010.2005",125,125,25010,317,59,25010,2005,840,1,1,990594,1,1,1,0.799859908,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,3
"126","25010.2006",126,126,25010,318,60,25010,2006,840,1,0,990594,0,1,1,0.743759552,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,2
"127","25010.2007",127,127,25010,319,61,25010,2007,840,2,0,990594,0,1,1,0.732329343,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,1
"128","25010.2008",128,128,25010,320,62,25010,2008,840,3,1,990594,0,1,1,0.651267193,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,1
"129","25010.2009",129,129,25010,321,63,25010,2009,840,3,0,990594,1,1,1,0.635984463,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,1
"130","25010.2010",130,130,25010,322,64,25010,2010,840,3,2,990594,0,1,1,0.632100102,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,4
"131","25010.2011",131,131,25010,323,65,25010,2011,840,3,2,990594,1,1,1,0.627801834,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,3
"132","25010.2012",132,132,25010,324,66,25010,2012,840,3,0,990594,0,1,1,0.670466123,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,2
"133","25010.2013",133,133,25010,325,67,25010,2013,840,3,1,990594,0,1,1,0.674382323,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,2
"134","25010.2014",134,134,25010,326,68,25010,2014,840,3,1,990594,0,1,1,0.673204279,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,1
"135","25010.2015",135,135,25010,327,69,25010,2015,840,3,1,990594,0,1,1,0.671198421,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,2
"136","25010.2016",136,136,25010,328,70,25010,2016,840,5,0,990594,0,1,1,0.579342843,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,0
"137","25010.2017",137,137,25010,329,71,25010,2017,840,6,0,990594,0,1,1,0.522255476,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,0
"138","25010.2018",138,138,25010,330,72,25010,2018,840,6,2,990594,1,1,1,0.517193072,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,1
"139","25010.2019",139,139,25010,331,73,25010,2019,840,6,4,990594,0,1,1,0.513722618,"COVINGTON",8,"EASTERN TEMPERATE FORESTS",1,179.75,3
"140","25012.2019",140,140,25012,67,67,25010,2019,840,4,0,990883,0,1,1,0.549738051,"BELMONT",8,"EASTERN TEMPERATE FORESTS",2,180.5,0
"141","25012.2019",141,141,25012,68,68,27050,2019,840,4,0,990883,0,1,1,0.549738051,"BELMONT",8,"EASTERN TEMPERATE FORESTS",2,180.5,0
"142","25015.2019",142,142,25015,69,69,25010,2019,840,2,1,1091225,0,1,1,0.840363378,"FT GADSDEN",8,"EASTERN TEMPERATE FORESTS",2,180,1
"143","25021.2019",143,143,25021,70,70,25010,2019,840,6,3,1140753,0,1,1,0.534015103,"BELMORE",8,"EASTERN TEMPERATE FORESTS",2,179,2
"144","25056.2019",144,144,25056,71,71,25010,2019,840,5,1,990223,0,1,1,0.601607932,"HIXTOWN SWMP",8,"EASTERN TEMPERATE FORESTS",2,180,2
"145","25057.2019",145,145,25057,72,72,25010,2019,840,1,0,990594,0,1,1,0.748459712,"BLOXHAM",8,"EASTERN TEMPERATE FORESTS",2,178.6666667,2
"146","25061.2019",146,146,25061,73,73,27050,2019,840,10,3,1151375,0,1,1,0.35249079,"PINETTA",8,"EASTERN TEMPERATE FORESTS",2,180,3
"147","25063.2019",147,147,25063,74,74,25010,2019,840,6,0,1020554,2,1,1,0.577733475,"FT MCCOY",8,"EASTERN TEMPERATE FORESTS",2,179,0
"148","25113.2019",148,148,25113,75,75,25010,2019,840,6,0,1090604,0,1,1,0.68084351,"ISLAND GROVE",8,"EASTERN TEMPERATE FORESTS",2,180,1
"149","25902.2019",149,149,25902,76,76,25010,2019,840,7,3,1070344,1,0,1,0.785375303,"OSCEOLA",8,"EASTERN TEMPERATE FORESTS",2,180,2
"150","25917.2019",150,150,25917,77,77,25010,2019,840,2,0,1070344,0,0,1,0.816323887,"OLUSTEE",8,"EASTERN TEMPERATE FORESTS",2,180,1
"151","27001.2019",151,151,27001,78,78,27050,2019,840,5,0,1151508,2,1,1,0.44447465,"HARRIETTS BL",8,"EASTERN TEMPERATE FORESTS",2,180,1
"152","27004.2019",152,152,27004,79,79,25010,2019,840,6,4,980510,0,1,1,0.588555589,"STOCKTON",8,"EASTERN TEMPERATE FORESTS",2,179,4
"153","27004.2019",153,153,27004,80,80,27050,2019,840,6,4,980510,0,1,1,0.588555589,"STOCKTON",8,"EASTERN TEMPERATE FORESTS",2,179,4
"154","27005.2019",154,154,27005,81,81,27050,2019,840,6,9,981362,0,1,1,0.382689076,"BAXLEY",8,"EASTERN TEMPERATE FORESTS",2,179,8
"155","27005.2019",155,155,27005,82,82,27031,2019,840,6,9,981362,0,1,1,0.382689076,"BAXLEY",8,"EASTERN TEMPERATE FORESTS",2,179,8
"156","27007.2019",156,156,27007,83,83,27050,2019,840,8,8,1080686,0,1,1,0.249572291,"FITZGERALD",8,"EASTERN TEMPERATE FORESTS",2,178.6666667,6
"157","27008.2019",157,157,27008,84,84,27050,2019,840,6,5,990872,0,1,1,0.510110894,"EVERETT CITY",8,"EASTERN TEMPERATE FORESTS",2,179,3
"158","27009.2019",158,158,27009,85,85,27050,2019,840,4,7,1150723,1,1,1,0.525576223,"COURTHOUSE",8,"EASTERN TEMPERATE FORESTS",2,180,5
"159","27009.2019",159,159,27009,86,86,25010,2019,840,4,7,1150723,1,1,1,0.525576223,"COURTHOUSE",8,"EASTERN TEMPERATE FORESTS",2,180,5
"160","27010.2019",160,160,27010,87,87,27050,2019,840,9,16,1040466,1,1,1,0.2906847,"CUTHBERT",8,"EASTERN TEMPERATE FORESTS",2,179,5
"161","27014.2019",161,161,27014,88,88,27050,2019,840,9,19,1150935,2,1,1,0.355222386,"HAWKINSVILLE",8,"EASTERN TEMPERATE FORESTS",2,178,10
"162","27014.2019",162,162,27014,89,89,27031,2019,840,9,19,1150935,2,1,1,0.355222386,"HAWKINSVILLE",8,"EASTERN TEMPERATE FORESTS",2,178,10
"163","27015.2019",163,163,27015,90,90,27031,2019,840,7,2,1060105,0,1,1,0.45983397,"FORSYTH",8,"EASTERN TEMPERATE FORESTS",2,174,1
