"","Transect","RouteNumber","Year","CountryNum","TA_ALL"
"52",2006.2007,2006,2007,840,22
"53",2006.2008,2006,2008,840,7
"54",2006.2009,2006,2009,840,27
"55",2006.201,2006,2010,840,23
"56",2007.1997,2007,1997,840,39
"57",2007.1998,2007,1998,840,17
"58",2007.1999,2007,1999,840,18
"59",2007.2,2007,2000,840,24
"60",2007.2001,2007,2001,840,18
"61",2007.2002,2007,2002,840,28
"62",2007.2003,2007,2003,840,42
"63",2007.2004,2007,2004,840,20
"64",2007.2006,2007,2006,840,41
"65",2007.2007,2007,2007,840,48
"66",2007.2008,2007,2008,840,24
"67",2007.2009,2007,2009,840,13
"68",2007.201,2007,2010,840,9
"69",2007.2011,2007,2011,840,10
"70",2007.2012,2007,2012,840,28
"71",2007.2013,2007,2013,840,10
"72",2007.2014,2007,2014,840,29
"73",2007.2015,2007,2015,840,46
"74",2007.2016,2007,2016,840,26
"75",2007.2017,2007,2017,840,24
"76",2007.2018,2007,2018,840,32
"77",2007.2019,2007,2019,840,32
"78",2008.1997,2008,1997,840,25
"79",2008.1999,2008,1999,840,21
"80",2008.2,2008,2000,840,34
"81",2008.2001,2008,2001,840,13
"82",2008.2002,2008,2002,840,21
"83",2008.2003,2008,2003,840,14
"84",2008.2004,2008,2004,840,12
"85",2008.2006,2008,2006,840,12
"86",2008.2007,2008,2007,840,23
"87",2008.2008,2008,2008,840,15
"88",2008.2009,2008,2009,840,15
"89",2008.2011,2008,2011,840,16
"90",2008.2012,2008,2012,840,17
"91",2008.2013,2008,2013,840,18
"92",2008.2014,2008,2014,840,25
"93",2008.2015,2008,2015,840,17
"94",2008.2016,2008,2016,840,14
"95",2008.2017,2008,2017,840,17
"96",2008.2018,2008,2018,840,24
"97",2008.2019,2008,2019,840,18
"98",2009.1997,2009,1997,840,48
"99",2009.1998,2009,1998,840,34
"100",2010.1997,2010,1997,840,10
"101",2010.1998,2010,1998,840,11
"102",2010.1999,2010,1999,840,9
"103",2010.2,2010,2000,840,12
"104",2010.2001,2010,2001,840,14
"105",2010.2002,2010,2002,840,44
"106",2010.2003,2010,2003,840,8
"107",2010.2004,2010,2004,840,19
"108",2010.2005,2010,2005,840,23
"109",2010.2006,2010,2006,840,21
"110",2010.2007,2010,2007,840,17
"111",2010.2008,2010,2008,840,9
"112",2010.2009,2010,2009,840,12
"113",2010.201,2010,2010,840,14
"114",2010.2011,2010,2011,840,17
"115",2010.2012,2010,2012,840,14
"116",2010.2013,2010,2013,840,4
"117",2010.2014,2010,2014,840,7
"118",2010.2015,2010,2015,840,8
"119",2010.2016,2010,2016,840,16
"120",2010.2017,2010,2017,840,9
"121",2010.2018,2010,2018,840,13
"122",2010.2019,2010,2019,840,8
"123",2012.1998,2012,1998,840,16
"124",2012.2,2012,2000,840,45
"125",2012.2001,2012,2001,840,14
"126",2012.2003,2012,2003,840,6
"127",2012.2005,2012,2005,840,15
"128",2012.2009,2012,2009,840,16
"129",2012.201,2012,2010,840,24
"130",2012.2011,2012,2011,840,18
"131",2012.2012,2012,2012,840,5
"132",2012.2013,2012,2013,840,17
"133",2012.2014,2012,2014,840,13
"134",2012.2015,2012,2015,840,9
"135",2012.2016,2012,2016,840,5
"136",2012.2017,2012,2017,840,20
"137",2012.2018,2012,2018,840,9
"138",2012.2019,2012,2019,840,8
"139",2013.1997,2013,1997,840,22
"140",2013.1998,2013,1998,840,29
"141",2013.1999,2013,1999,840,18
"142",2013.2,2013,2000,840,20
"143",2013.2001,2013,2001,840,21
"144",2013.2002,2013,2002,840,10
"145",2013.2003,2013,2003,840,21
"146",2013.2005,2013,2005,840,30
"147",2013.2011,2013,2011,840,2
"148",2013.2012,2013,2012,840,6
"149",2013.2016,2013,2016,840,16
"150",2013.2017,2013,2017,840,16
"151",2013.2018,2013,2018,840,16
"152",2013.2019,2013,2019,840,20
"153",2014.1997,2014,1997,840,0
"154",2014.1998,2014,1998,840,2
"155",2014.1999,2014,1999,840,8
"156",2014.2,2014,2000,840,2
"157",2014.2001,2014,2001,840,5
"158",2014.2002,2014,2002,840,4
"159",2014.2003,2014,2003,840,5
"160",2014.2004,2014,2004,840,7
"161",2014.2005,2014,2005,840,8
"162",2014.2006,2014,2006,840,21
"163",2014.2007,2014,2007,840,10
"164",2014.2008,2014,2008,840,9
"165",2014.2009,2014,2009,840,4
"166",2014.201,2014,2010,840,20
"167",2014.2011,2014,2011,840,9
"168",2014.2012,2014,2012,840,13
"169",2014.2013,2014,2013,840,9
"170",2014.2014,2014,2014,840,13
"171",2014.2015,2014,2015,840,6
"172",2014.2016,2014,2016,840,5
"173",2014.2017,2014,2017,840,5
"174",2014.2018,2014,2018,840,2
"175",2014.2019,2014,2019,840,0
"176",2015.1997,2015,1997,840,11
"177",2015.1998,2015,1998,840,23
"178",2015.1999,2015,1999,840,16
"179",2015.2,2015,2000,840,18
"180",2015.2001,2015,2001,840,11
"181",2015.2002,2015,2002,840,10
"182",2015.2003,2015,2003,840,11
"183",2015.2005,2015,2005,840,19
"184",2015.2012,2015,2012,840,33
"185",2015.2013,2015,2013,840,60
"186",2015.2014,2015,2014,840,12
"187",2015.2015,2015,2015,840,20
"188",2015.2017,2015,2017,840,37
"189",2015.2018,2015,2018,840,6
"190",2015.2019,2015,2019,840,6
"191",2016.2001,2016,2001,840,19
"192",2016.2003,2016,2003,840,14
"193",2016.2004,2016,2004,840,28
"194",2016.2005,2016,2005,840,23
"195",2016.2006,2016,2006,840,15
"196",2016.2007,2016,2007,840,18
"197",2016.2008,2016,2008,840,12
"198",2016.2009,2016,2009,840,19
"199",2016.201,2016,2010,840,18
"200",2016.2011,2016,2011,840,13
"201",2016.2012,2016,2012,840,17
"202",2016.2013,2016,2013,840,26
"203",2016.2014,2016,2014,840,18
"204",2016.2015,2016,2015,840,18
"205",2016.2016,2016,2016,840,14
"206",2016.2017,2016,2017,840,16
"207",2016.2018,2016,2018,840,17
"208",2016.2019,2016,2019,840,16
"209",2017.1997,2017,1997,840,21
"210",2017.1998,2017,1998,840,14
"211",2017.1999,2017,1999,840,6
"212",2017.2,2017,2000,840,9
"213",2017.2001,2017,2001,840,8
"214",2017.2002,2017,2002,840,24
"215",2017.2003,2017,2003,840,3
"216",2017.2004,2017,2004,840,4
"217",2017.2005,2017,2005,840,3
"218",2017.2006,2017,2006,840,13
"219",2017.2007,2017,2007,840,7
"220",2017.2008,2017,2008,840,4
"221",2017.2009,2017,2009,840,3
"222",2017.201,2017,2010,840,4
"223",2017.2012,2017,2012,840,6
"224",2017.2013,2017,2013,840,0
"225",2017.2015,2017,2015,840,1
"226",2017.2016,2017,2016,840,3
"227",2017.2017,2017,2017,840,2
"228",2017.2018,2017,2018,840,2
"229",2017.2019,2017,2019,840,2
"230",2019.1997,2019,1997,840,15
"231",2019.1998,2019,1998,840,19
"232",2019.1999,2019,1999,840,26
"233",2019.2,2019,2000,840,15
"234",2019.2001,2019,2001,840,19
"235",2019.2002,2019,2002,840,11
"236",2019.2003,2019,2003,840,10
"237",2019.2004,2019,2004,840,9
"238",2019.2005,2019,2005,840,11
"239",2019.2006,2019,2006,840,9
"240",2019.2007,2019,2007,840,9
"241",2019.2008,2019,2008,840,11
"242",2019.2009,2019,2009,840,15
"243",2019.201,2019,2010,840,8
"244",2019.2011,2019,2011,840,13
"245",2019.2013,2019,2013,840,10
"246",2019.2014,2019,2014,840,8
"247",2019.2015,2019,2015,840,14
"248",2019.2016,2019,2016,840,9
"249",2019.2017,2019,2017,840,8
"250",2019.2018,2019,2018,840,6
"251",2019.2019,2019,2019,840,5
"252",2020.1997,2020,1997,840,33
"253",2020.1998,2020,1998,840,32
"254",2020.1999,2020,1999,840,35
"255",2020.2,2020,2000,840,37
"256",2020.2001,2020,2001,840,28
"257",2020.2002,2020,2002,840,51
"258",2020.2003,2020,2003,840,34
"259",2020.2004,2020,2004,840,30
"260",2020.2005,2020,2005,840,22
"261",2020.2007,2020,2007,840,20
"262",2020.2008,2020,2008,840,28
"263",2020.2009,2020,2009,840,29
"264",2020.201,2020,2010,840,18
"265",2020.2011,2020,2011,840,12
"266",2020.2012,2020,2012,840,8
"267",2020.2013,2020,2013,840,21
"268",2020.2014,2020,2014,840,5
"269",2020.2016,2020,2016,840,23
"270",2020.2017,2020,2017,840,23
"271",2020.2018,2020,2018,840,36
"272",2020.2019,2020,2019,840,30
"273",2021.1997,2021,1997,840,11
"274",2021.1998,2021,1998,840,13
"275",2021.1999,2021,1999,840,17
"276",2021.2,2021,2000,840,14
"277",2021.2001,2021,2001,840,20
"278",2021.2002,2021,2002,840,16
"279",2021.2003,2021,2003,840,16
"280",2021.2004,2021,2004,840,19
"281",2021.2005,2021,2005,840,20
"282",2021.2006,2021,2006,840,14
"283",2021.2007,2021,2007,840,17
"284",2021.2008,2021,2008,840,2
"285",2021.2009,2021,2009,840,15
"286",2021.201,2021,2010,840,4
"287",2021.2011,2021,2011,840,12
"288",2021.2012,2021,2012,840,9
"289",2021.2013,2021,2013,840,7
"290",2021.2014,2021,2014,840,3
"291",2021.2016,2021,2016,840,14
"292",2021.2017,2021,2017,840,20
"293",2021.2018,2021,2018,840,16
"294",2021.2019,2021,2019,840,24
"295",2022.1997,2022,1997,840,24
"296",2022.1998,2022,1998,840,28
"297",2022.1999,2022,1999,840,15
"298",2022.2,2022,2000,840,24
"299",2022.2001,2022,2001,840,14
"300",2022.2002,2022,2002,840,22
"301",2022.2003,2022,2003,840,20
"302",2022.2004,2022,2004,840,17
"303",2022.2005,2022,2005,840,13
"304",2022.2006,2022,2006,840,8
"305",2022.2007,2022,2007,840,11
"306",2022.2008,2022,2008,840,19
"307",2022.2009,2022,2009,840,12
"308",2022.201,2022,2010,840,8
"309",2022.2011,2022,2011,840,7
"310",2022.2012,2022,2012,840,7
"311",2022.2013,2022,2013,840,17
"312",2022.2014,2022,2014,840,10
"313",2022.2015,2022,2015,840,11
"314",2022.2016,2022,2016,840,14
"315",2022.2017,2022,2017,840,12
"316",2022.2018,2022,2018,840,7
"317",2022.2019,2022,2019,840,5
"318",2023.1997,2023,1997,840,17
"319",2023.1998,2023,1998,840,41
"320",2023.1999,2023,1999,840,22
"321",2023.2,2023,2000,840,18
"322",2023.2001,2023,2001,840,23
"323",2023.2002,2023,2002,840,19
"324",2023.2003,2023,2003,840,23
"325",2023.2004,2023,2004,840,18
"326",2023.2005,2023,2005,840,22
"327",2023.2009,2023,2009,840,13
"328",2023.2011,2023,2011,840,17
"329",2023.2012,2023,2012,840,9
"330",2023.2013,2023,2013,840,10
"331",2023.2014,2023,2014,840,20
"332",2023.2015,2023,2015,840,13
"333",2023.2017,2023,2017,840,13
"334",2024.1998,2024,1998,840,33
"335",2024.1999,2024,1999,840,26
"336",2024.2,2024,2000,840,31
"337",2024.2001,2024,2001,840,29
"338",2024.2002,2024,2002,840,25
"339",2024.2003,2024,2003,840,27
"340",2024.2004,2024,2004,840,28
"341",2024.2005,2024,2005,840,22
"342",2024.2006,2024,2006,840,26
"343",2024.2007,2024,2007,840,24
"344",2024.2008,2024,2008,840,34
"345",2024.2009,2024,2009,840,24
"346",2024.201,2024,2010,840,12
"347",2024.2011,2024,2011,840,10
"348",2024.2012,2024,2012,840,8
"349",2024.2013,2024,2013,840,18
"350",2024.2014,2024,2014,840,9
"351",2024.2015,2024,2015,840,13
"352",2024.2016,2024,2016,840,17
"353",2024.2017,2024,2017,840,10
"354",2024.2018,2024,2018,840,15
"355",2024.2019,2024,2019,840,7
"356",2025.1997,2025,1997,840,21
"357",2025.1998,2025,1998,840,22
"358",2025.2,2025,2000,840,15
"359",2025.2001,2025,2001,840,19
"360",2025.2002,2025,2002,840,21
"361",2025.2003,2025,2003,840,13
"362",2025.2004,2025,2004,840,20
"363",2025.2005,2025,2005,840,13
"364",2025.2006,2025,2006,840,11
"365",2025.2007,2025,2007,840,25
"366",2025.2008,2025,2008,840,20
"367",2025.2009,2025,2009,840,37
"368",2025.201,2025,2010,840,27
"369",2025.2011,2025,2011,840,19
"370",2025.2012,2025,2012,840,9
"371",2025.2013,2025,2013,840,20
"372",2025.2014,2025,2014,840,19
"373",2025.2015,2025,2015,840,18
"374",2025.2016,2025,2016,840,21
"375",2025.2017,2025,2017,840,18
"376",2026.1997,2026,1997,840,51
"377",2026.1998,2026,1998,840,64
"378",2026.1999,2026,1999,840,63
"379",2026.2,2026,2000,840,39
"380",2026.2001,2026,2001,840,49
"381",2026.2002,2026,2002,840,44
"382",2026.2003,2026,2003,840,57
"383",2026.2004,2026,2004,840,55
"384",2026.2005,2026,2005,840,31
"385",2026.201,2026,2010,840,6
"386",2026.2011,2026,2011,840,3
"387",2026.2012,2026,2012,840,3
"388",2026.2013,2026,2013,840,7
"389",2026.2014,2026,2014,840,6
"390",2026.2015,2026,2015,840,20
"391",2026.2016,2026,2016,840,8
"392",2026.2017,2026,2017,840,3
"393",2027.1997,2027,1997,840,10
"394",2027.1998,2027,1998,840,21
"395",2027.1999,2027,1999,840,18
"396",2027.2,2027,2000,840,18
"397",2027.2001,2027,2001,840,27
"398",2027.2002,2027,2002,840,26
"399",2027.2003,2027,2003,840,18
"400",2027.2004,2027,2004,840,22
"401",2027.2005,2027,2005,840,23
"402",2027.2006,2027,2006,840,22
"403",2027.2007,2027,2007,840,23
"404",2027.2008,2027,2008,840,20
"405",2027.2009,2027,2009,840,16
"406",2027.201,2027,2010,840,16
"407",2027.2011,2027,2011,840,25
"408",2027.2015,2027,2015,840,12
"409",2027.2016,2027,2016,840,19
"410",2027.2017,2027,2017,840,18
"411",2027.2018,2027,2018,840,18
"412",2027.2019,2027,2019,840,21
"413",2028.1997,2028,1997,840,10
"414",2028.1998,2028,1998,840,8
"415",2028.1999,2028,1999,840,15
"416",2028.2,2028,2000,840,18
"417",2028.2001,2028,2001,840,17
"418",2028.2002,2028,2002,840,2
"419",2028.2003,2028,2003,840,35
"420",2028.2004,2028,2004,840,34
"421",2028.2005,2028,2005,840,14
"422",2028.2007,2028,2007,840,32
"423",2028.2008,2028,2008,840,27
"424",2028.2009,2028,2009,840,19
"425",2028.201,2028,2010,840,29
"426",2028.2011,2028,2011,840,24
"427",2028.2015,2028,2015,840,23
"428",2028.2016,2028,2016,840,7
"429",2028.2017,2028,2017,840,21
"430",2028.2018,2028,2018,840,13
"431",2028.2019,2028,2019,840,24
"432",2029.1997,2029,1997,840,18
"433",2029.1998,2029,1998,840,22
"434",2029.1999,2029,1999,840,18
"435",2029.2,2029,2000,840,20
"436",2029.2001,2029,2001,840,17
"437",2029.2002,2029,2002,840,29
"438",2029.2003,2029,2003,840,19
"439",2029.2004,2029,2004,840,29
"440",2029.2005,2029,2005,840,19
"441",2029.2006,2029,2006,840,27
"442",2029.2007,2029,2007,840,20
"443",2029.2008,2029,2008,840,13
"444",2029.2009,2029,2009,840,15
"445",2029.201,2029,2010,840,20
"446",2029.2011,2029,2011,840,22
"447",2029.2012,2029,2012,840,19
"448",2029.2013,2029,2013,840,11
"449",2029.2014,2029,2014,840,10
"450",2029.2015,2029,2015,840,17
"451",2029.2016,2029,2016,840,6
"452",2029.2017,2029,2017,840,17
"453",2029.2018,2029,2018,840,19
"454",2029.2019,2029,2019,840,17
"455",2030.1998,2030,1998,840,8
"456",2030.2017,2030,2017,840,10
"457",2030.2018,2030,2018,840,8
"458",2030.2019,2030,2019,840,14
"459",2031.1999,2031,1999,840,49
"460",2031.2,2031,2000,840,55
"461",2031.2001,2031,2001,840,61
"462",2031.2002,2031,2002,840,47
"463",2031.2003,2031,2003,840,60
"464",2031.2004,2031,2004,840,38
"465",2031.2005,2031,2005,840,23
"466",2031.2006,2031,2006,840,4
"467",2031.2007,2031,2007,840,22
"468",2031.2008,2031,2008,840,6
"469",2031.2009,2031,2009,840,23
"470",2031.201,2031,2010,840,26
"471",2031.2016,2031,2016,840,9
"472",2031.2017,2031,2017,840,7
"473",2031.2018,2031,2018,840,11
"474",2031.2019,2031,2019,840,16
"475",2032.2001,2032,2001,840,27
"476",2032.2003,2032,2003,840,14
"477",2032.2004,2032,2004,840,21
"478",2032.2005,2032,2005,840,13
"479",2032.2006,2032,2006,840,7
"480",2032.2007,2032,2007,840,6
"481",2032.2008,2032,2008,840,7
"482",2032.2013,2032,2013,840,4
"483",2032.2014,2032,2014,840,16
"484",2032.2015,2032,2015,840,9
"485",2032.2016,2032,2016,840,18
"486",2032.2017,2032,2017,840,22
"487",2033.1997,2033,1997,840,38
"488",2033.1998,2033,1998,840,38
"489",2033.1999,2033,1999,840,44
"490",2033.2,2033,2000,840,15
"491",2033.2001,2033,2001,840,29
"492",2033.2002,2033,2002,840,45
"493",2033.2003,2033,2003,840,29
"494",2033.2004,2033,2004,840,62
"495",2033.2005,2033,2005,840,30
"496",2033.2006,2033,2006,840,21
"497",2033.2007,2033,2007,840,29
"498",2033.2008,2033,2008,840,26
"499",2033.201,2033,2010,840,16
"500",2033.2011,2033,2011,840,4
"501",2033.2012,2033,2012,840,7
"502",2033.2013,2033,2013,840,10
"503",2033.2014,2033,2014,840,4
"504",2034.1997,2034,1997,840,32
"505",2034.1998,2034,1998,840,19
"506",2034.1999,2034,1999,840,30
"507",2034.2,2034,2000,840,36
"508",2034.2001,2034,2001,840,29
"509",2034.2002,2034,2002,840,33
"510",2034.2003,2034,2003,840,37
"511",2034.2004,2034,2004,840,22
"512",2034.2005,2034,2005,840,37
"513",2034.2006,2034,2006,840,27
"514",2034.2007,2034,2007,840,15
"515",2034.2008,2034,2008,840,19
"516",2034.2009,2034,2009,840,8
"517",2034.201,2034,2010,840,15
"518",2034.2011,2034,2011,840,14
"519",2035.1997,2035,1997,840,8
"520",2035.1998,2035,1998,840,2
"521",2035.1999,2035,1999,840,4
"522",2035.2,2035,2000,840,6
"523",2035.2001,2035,2001,840,8
"524",2035.2002,2035,2002,840,1
"525",2035.2003,2035,2003,840,1
"526",2035.2004,2035,2004,840,8
"527",2035.2005,2035,2005,840,5
"528",2035.2006,2035,2006,840,3
"529",2035.2007,2035,2007,840,3
"530",2035.2009,2035,2009,840,4
"531",2035.201,2035,2010,840,1
"532",2035.2011,2035,2011,840,5
"533",2035.2013,2035,2013,840,2
"534",2035.2014,2035,2014,840,6
"535",2035.2015,2035,2015,840,6
"536",2035.2016,2035,2016,840,8
"537",2035.2017,2035,2017,840,4
"538",2035.2018,2035,2018,840,9
"539",2036.1997,2036,1997,840,14
"540",2036.1998,2036,1998,840,9
"541",2036.1999,2036,1999,840,7
"542",2036.2,2036,2000,840,18
"543",2036.2001,2036,2001,840,22
"544",2036.2002,2036,2002,840,24
"545",2036.2003,2036,2003,840,34
"546",2036.2004,2036,2004,840,32
"547",2036.2005,2036,2005,840,27
"548",2036.2007,2036,2007,840,21
"549",2036.2008,2036,2008,840,19
"550",2036.2009,2036,2009,840,4
"551",2036.201,2036,2010,840,9
"552",2036.2011,2036,2011,840,9
"553",2036.2012,2036,2012,840,7
"554",2036.2013,2036,2013,840,3
"555",2036.2014,2036,2014,840,5
"556",2036.2016,2036,2016,840,12
"557",2036.2019,2036,2019,840,14
"558",2037.1997,2037,1997,840,16
"559",2037.1998,2037,1998,840,21
"560",2037.1999,2037,1999,840,1
"561",2037.2,2037,2000,840,7
"562",2038.1997,2038,1997,840,3
"563",2038.1998,2038,1998,840,4
"564",2038.1999,2038,1999,840,6
"565",2038.2,2038,2000,840,8
"566",2038.2001,2038,2001,840,3
"567",2038.2002,2038,2002,840,4
"568",2038.2003,2038,2003,840,7
"569",2038.2004,2038,2004,840,7
"570",2038.2005,2038,2005,840,3
"571",2038.2006,2038,2006,840,9
"572",2038.2007,2038,2007,840,6
"573",2038.2008,2038,2008,840,8
"574",2038.2009,2038,2009,840,7
"575",2038.2011,2038,2011,840,12
"576",2038.2012,2038,2012,840,12
"577",2038.2013,2038,2013,840,10
"578",2038.2014,2038,2014,840,13
"579",2038.2015,2038,2015,840,8
"580",2038.2016,2038,2016,840,13
"581",2038.2017,2038,2017,840,10
"582",2038.2018,2038,2018,840,5
"583",2038.2019,2038,2019,840,4
"584",2039.1997,2039,1997,840,27
"585",2039.1998,2039,1998,840,29
"586",2039.1999,2039,1999,840,19
"587",2039.2,2039,2000,840,16
"588",2039.2001,2039,2001,840,27
"589",2039.2002,2039,2002,840,22
"590",2039.2003,2039,2003,840,17
"591",2039.2004,2039,2004,840,19
"592",2039.2006,2039,2006,840,9
"593",2039.2007,2039,2007,840,9
"594",2039.2008,2039,2008,840,10
"595",2039.2009,2039,2009,840,12
"596",2039.201,2039,2010,840,9
"597",2039.2011,2039,2011,840,7
"598",2039.2012,2039,2012,840,3
"599",2039.2013,2039,2013,840,4
"600",2039.2018,2039,2018,840,8
"601",2041.1997,2041,1997,840,31
"602",2041.1998,2041,1998,840,16
"603",2041.1999,2041,1999,840,24
"604",2041.2,2041,2000,840,120
"605",2041.2001,2041,2001,840,116
"606",2041.2002,2041,2002,840,83
"607",2041.2003,2041,2003,840,187
"608",2043.1997,2043,1997,840,9
"609",2043.1998,2043,1998,840,9
"610",2043.1999,2043,1999,840,2
"611",2043.2,2043,2000,840,9
"612",2043.2001,2043,2001,840,5
"613",2043.2002,2043,2002,840,3
"614",2043.2003,2043,2003,840,6
"615",2043.2004,2043,2004,840,5
"616",2043.2005,2043,2005,840,15
"617",2043.2006,2043,2006,840,5
"618",2043.2007,2043,2007,840,9
"619",2043.2008,2043,2008,840,7
"620",2043.2009,2043,2009,840,18
"621",2043.201,2043,2010,840,7
"622",2043.2011,2043,2011,840,4
"623",2043.2012,2043,2012,840,8
"624",2043.2013,2043,2013,840,4
"625",2043.2014,2043,2014,840,5
"626",2043.2015,2043,2015,840,4
"627",2043.2016,2043,2016,840,21
"628",2043.2017,2043,2017,840,5
"629",2043.2018,2043,2018,840,2
"630",2043.2019,2043,2019,840,1
"631",2045.1997,2045,1997,840,23
"632",2045.1998,2045,1998,840,23
"633",2045.1999,2045,1999,840,19
"634",2045.2,2045,2000,840,22
"635",2045.2001,2045,2001,840,24
"636",2045.2002,2045,2002,840,26
"637",2045.2003,2045,2003,840,30
"638",2045.2004,2045,2004,840,30
"639",2045.2005,2045,2005,840,29
"640",2045.2006,2045,2006,840,24
"641",2045.2007,2045,2007,840,27
"642",2045.2008,2045,2008,840,16
"643",2045.2009,2045,2009,840,20
"644",2045.201,2045,2010,840,12
"645",2045.2011,2045,2011,840,16
"646",2045.2012,2045,2012,840,14
"647",2045.2013,2045,2013,840,16
"648",2045.2014,2045,2014,840,10
"649",2045.2015,2045,2015,840,12
"650",2045.2016,2045,2016,840,6
"651",2045.2017,2045,2017,840,8
"652",2045.2018,2045,2018,840,15
"653",2045.2019,2045,2019,840,5
"654",2046.1997,2046,1997,840,61
"655",2046.1998,2046,1998,840,87
"656",2046.1999,2046,1999,840,124
"657",2046.2,2046,2000,840,77
"658",2046.2001,2046,2001,840,79
"659",2046.2002,2046,2002,840,65
"660",2046.2003,2046,2003,840,45
"661",2046.2005,2046,2005,840,561
"662",2046.2009,2046,2009,840,34
"663",2046.201,2046,2010,840,50
"664",2046.2011,2046,2011,840,20
"665",2046.2012,2046,2012,840,24
"666",2046.2014,2046,2014,840,18
"667",2046.2016,2046,2016,840,25
"668",2046.2017,2046,2017,840,18
"669",2047.1997,2047,1997,840,14
"670",2047.1998,2047,1998,840,18
"671",2047.1999,2047,1999,840,17
"672",2047.2,2047,2000,840,10
"673",2047.2001,2047,2001,840,15
"674",2047.2002,2047,2002,840,11
"675",2047.2003,2047,2003,840,13
"676",2047.2004,2047,2004,840,15
"677",2047.2005,2047,2005,840,16
"678",2047.2006,2047,2006,840,10
"679",2047.2007,2047,2007,840,6
"680",2047.2008,2047,2008,840,8
"681",2047.2009,2047,2009,840,4
"682",2047.201,2047,2010,840,9
"683",2047.2011,2047,2011,840,8
"684",2047.2012,2047,2012,840,4
"685",2047.2013,2047,2013,840,5
"686",2047.2014,2047,2014,840,4
"687",2047.2015,2047,2015,840,5
"688",2047.2016,2047,2016,840,6
"689",2047.2017,2047,2017,840,7
"690",2047.2018,2047,2018,840,9
"691",2047.2019,2047,2019,840,10
"692",2048.1997,2048,1997,840,53
"693",2048.1998,2048,1998,840,27
"694",2048.1999,2048,1999,840,43
"695",2048.2,2048,2000,840,20
"696",2048.2001,2048,2001,840,29
"697",2048.2002,2048,2002,840,31
"698",2048.2003,2048,2003,840,41
"699",2048.2004,2048,2004,840,33
"700",2048.2005,2048,2005,840,19
"701",2048.2007,2048,2007,840,23
"702",2048.2008,2048,2008,840,8
"703",2048.2009,2048,2009,840,13
"704",2048.201,2048,2010,840,17
"705",2048.2011,2048,2011,840,5
"706",2048.2015,2048,2015,840,17
"707",2048.2016,2048,2016,840,5
"708",2048.2017,2048,2017,840,5
"709",2048.2018,2048,2018,840,2
"710",2048.2019,2048,2019,840,5
"711",2049.1997,2049,1997,840,17
"712",2049.1998,2049,1998,840,36
"713",2049.1999,2049,1999,840,37
"714",2049.2,2049,2000,840,37
"715",2049.2001,2049,2001,840,38
"716",2049.2002,2049,2002,840,16
"717",2049.2003,2049,2003,840,28
"718",2049.2004,2049,2004,840,48
"719",2049.2005,2049,2005,840,29
"720",2049.2006,2049,2006,840,39
"721",2049.2007,2049,2007,840,20
"722",2049.2008,2049,2008,840,93
"723",2049.2009,2049,2009,840,67
"724",2049.201,2049,2010,840,71
"725",2049.2011,2049,2011,840,30
"726",2049.2017,2049,2017,840,344
"727",2049.2018,2049,2018,840,87
"728",2049.2019,2049,2019,840,45
"729",2050.1997,2050,1997,840,35
"730",2050.1998,2050,1998,840,46
"731",2050.1999,2050,1999,840,57
"732",2050.2,2050,2000,840,44
"733",2050.2001,2050,2001,840,50
"734",2050.2002,2050,2002,840,77
"735",2050.2003,2050,2003,840,57
"736",2050.2004,2050,2004,840,51
"737",2050.2005,2050,2005,840,37
