"","Transect","RouteNumber","Year","CountryNum","Richness_ALL"
"112",2010.2009,2010,2009,840,21
"113",2010.201,2010,2010,840,20
"114",2010.2011,2010,2011,840,20
"115",2010.2012,2010,2012,840,23
"116",2010.2013,2010,2013,840,19
"117",2010.2014,2010,2014,840,22
"118",2010.2015,2010,2015,840,21
"119",2010.2016,2010,2016,840,20
"120",2010.2017,2010,2017,840,16
"121",2010.2018,2010,2018,840,23
"122",2010.2019,2010,2019,840,20
"123",2012.1998,2012,1998,840,17
"124",2012.2,2012,2000,840,24
"125",2012.2001,2012,2001,840,19
"126",2012.2003,2012,2003,840,16
"127",2012.2005,2012,2005,840,19
"128",2012.2009,2012,2009,840,29
"129",2012.201,2012,2010,840,21
"130",2012.2011,2012,2011,840,24
"131",2012.2012,2012,2012,840,25
"132",2012.2013,2012,2013,840,18
"133",2012.2014,2012,2014,840,27
"134",2012.2015,2012,2015,840,27
"135",2012.2016,2012,2016,840,20
"136",2012.2017,2012,2017,840,22
"137",2012.2018,2012,2018,840,23
"138",2012.2019,2012,2019,840,24
"139",2013.1997,2013,1997,840,22
"140",2013.1998,2013,1998,840,20
"141",2013.1999,2013,1999,840,24
"142",2013.2,2013,2000,840,24
"143",2013.2001,2013,2001,840,22
"144",2013.2002,2013,2002,840,22
"145",2013.2003,2013,2003,840,26
"146",2013.2005,2013,2005,840,25
"147",2013.2011,2013,2011,840,12
"148",2013.2012,2013,2012,840,11
"149",2013.2016,2013,2016,840,20
"150",2013.2017,2013,2017,840,23
"151",2013.2018,2013,2018,840,24
"152",2013.2019,2013,2019,840,25
"153",2014.1997,2014,1997,840,17
"154",2014.1998,2014,1998,840,16
"155",2014.1999,2014,1999,840,19
"156",2014.2,2014,2000,840,17
"157",2014.2001,2014,2001,840,20
"158",2014.2002,2014,2002,840,23
"159",2014.2003,2014,2003,840,19
"160",2014.2004,2014,2004,840,22
"161",2014.2005,2014,2005,840,19
"162",2014.2006,2014,2006,840,16
"163",2014.2007,2014,2007,840,22
"164",2014.2008,2014,2008,840,18
"165",2014.2009,2014,2009,840,19
"166",2014.201,2014,2010,840,17
"167",2014.2011,2014,2011,840,17
"168",2014.2012,2014,2012,840,17
"169",2014.2013,2014,2013,840,17
"170",2014.2014,2014,2014,840,16
"171",2014.2015,2014,2015,840,17
"172",2014.2016,2014,2016,840,13
"173",2014.2017,2014,2017,840,19
"174",2014.2018,2014,2018,840,19
"175",2014.2019,2014,2019,840,7
"176",2015.1997,2015,1997,840,17
"177",2015.1998,2015,1998,840,17
"178",2015.1999,2015,1999,840,19
"179",2015.2,2015,2000,840,22
"180",2015.2001,2015,2001,840,16
"181",2015.2002,2015,2002,840,26
"182",2015.2003,2015,2003,840,18
"183",2015.2005,2015,2005,840,16
"184",2015.2012,2015,2012,840,16
"185",2015.2013,2015,2013,840,16
"186",2015.2014,2015,2014,840,13
"187",2015.2015,2015,2015,840,12
"188",2015.2017,2015,2017,840,8
"189",2015.2018,2015,2018,840,12
"190",2015.2019,2015,2019,840,14
"191",2016.2001,2016,2001,840,14
"192",2016.2003,2016,2003,840,12
"193",2016.2004,2016,2004,840,15
"194",2016.2005,2016,2005,840,20
"195",2016.2006,2016,2006,840,19
"196",2016.2007,2016,2007,840,20
"197",2016.2008,2016,2008,840,19
"198",2016.2009,2016,2009,840,20
"199",2016.201,2016,2010,840,17
"200",2016.2011,2016,2011,840,16
"201",2016.2012,2016,2012,840,18
"202",2016.2013,2016,2013,840,20
"203",2016.2014,2016,2014,840,20
"204",2016.2015,2016,2015,840,23
"205",2016.2016,2016,2016,840,18
"206",2016.2017,2016,2017,840,20
"207",2016.2018,2016,2018,840,19
"208",2016.2019,2016,2019,840,17
"209",2017.1997,2017,1997,840,13
"210",2017.1998,2017,1998,840,16
"211",2017.1999,2017,1999,840,13
"212",2017.2,2017,2000,840,14
"213",2017.2001,2017,2001,840,14
"214",2017.2002,2017,2002,840,14
"215",2017.2003,2017,2003,840,14
"216",2017.2004,2017,2004,840,12
"217",2017.2005,2017,2005,840,15
"218",2017.2006,2017,2006,840,18
"219",2017.2007,2017,2007,840,12
"220",2017.2008,2017,2008,840,17
"221",2017.2009,2017,2009,840,15
"222",2017.201,2017,2010,840,14
"223",2017.2012,2017,2012,840,14
"224",2017.2013,2017,2013,840,9
"225",2017.2015,2017,2015,840,11
"226",2017.2016,2017,2016,840,9
"227",2017.2017,2017,2017,840,15
"228",2017.2018,2017,2018,840,17
"229",2017.2019,2017,2019,840,17
"230",2019.1997,2019,1997,840,11
"231",2019.1998,2019,1998,840,14
"232",2019.1999,2019,1999,840,15
"233",2019.2,2019,2000,840,13
"234",2019.2001,2019,2001,840,12
"235",2019.2002,2019,2002,840,14
"236",2019.2003,2019,2003,840,13
"237",2019.2004,2019,2004,840,17
"238",2019.2005,2019,2005,840,17
"239",2019.2006,2019,2006,840,14
"240",2019.2007,2019,2007,840,14
"241",2019.2008,2019,2008,840,16
"242",2019.2009,2019,2009,840,11
"243",2019.201,2019,2010,840,13
"244",2019.2011,2019,2011,840,15
"245",2019.2013,2019,2013,840,14
"246",2019.2014,2019,2014,840,18
"247",2019.2015,2019,2015,840,17
"248",2019.2016,2019,2016,840,15
"249",2019.2017,2019,2017,840,16
"250",2019.2018,2019,2018,840,16
"251",2019.2019,2019,2019,840,15
"252",2020.1997,2020,1997,840,18
"253",2020.1998,2020,1998,840,20
"254",2020.1999,2020,1999,840,22
"255",2020.2,2020,2000,840,20
"256",2020.2001,2020,2001,840,19
"257",2020.2002,2020,2002,840,24
"258",2020.2003,2020,2003,840,17
"259",2020.2004,2020,2004,840,20
"260",2020.2005,2020,2005,840,17
"261",2020.2007,2020,2007,840,17
"262",2020.2008,2020,2008,840,15
"263",2020.2009,2020,2009,840,10
"264",2020.201,2020,2010,840,13
"265",2020.2011,2020,2011,840,15
"266",2020.2012,2020,2012,840,14
"267",2020.2013,2020,2013,840,13
"268",2020.2014,2020,2014,840,10
"269",2020.2016,2020,2016,840,19
"270",2020.2017,2020,2017,840,20
"271",2020.2018,2020,2018,840,17
"272",2020.2019,2020,2019,840,19
"273",2021.1997,2021,1997,840,9
"274",2021.1998,2021,1998,840,10
"275",2021.1999,2021,1999,840,15
"276",2021.2,2021,2000,840,14
"277",2021.2001,2021,2001,840,17
"278",2021.2002,2021,2002,840,14
"279",2021.2003,2021,2003,840,14
"280",2021.2004,2021,2004,840,12
"281",2021.2005,2021,2005,840,15
"282",2021.2006,2021,2006,840,12
"283",2021.2007,2021,2007,840,14
"284",2021.2008,2021,2008,840,13
"285",2021.2009,2021,2009,840,12
"286",2021.201,2021,2010,840,12
"287",2021.2011,2021,2011,840,13
"288",2021.2012,2021,2012,840,8
"289",2021.2013,2021,2013,840,12
"290",2021.2014,2021,2014,840,7
"291",2021.2016,2021,2016,840,13
"292",2021.2017,2021,2017,840,16
"293",2021.2018,2021,2018,840,15
"294",2021.2019,2021,2019,840,14
"295",2022.1997,2022,1997,840,8
"296",2022.1998,2022,1998,840,5
"297",2022.1999,2022,1999,840,5
"298",2022.2,2022,2000,840,7
"299",2022.2001,2022,2001,840,10
"300",2022.2002,2022,2002,840,8
"301",2022.2003,2022,2003,840,7
"302",2022.2004,2022,2004,840,12
"303",2022.2005,2022,2005,840,7
"304",2022.2006,2022,2006,840,8
"305",2022.2007,2022,2007,840,6
"306",2022.2008,2022,2008,840,7
"307",2022.2009,2022,2009,840,5
"308",2022.201,2022,2010,840,5
"309",2022.2011,2022,2011,840,5
"310",2022.2012,2022,2012,840,7
"311",2022.2013,2022,2013,840,6
"312",2022.2014,2022,2014,840,8
"313",2022.2015,2022,2015,840,4
"314",2022.2016,2022,2016,840,3
"315",2022.2017,2022,2017,840,5
"316",2022.2018,2022,2018,840,7
"317",2022.2019,2022,2019,840,8
"318",2023.1997,2023,1997,840,20
"319",2023.1998,2023,1998,840,17
"320",2023.1999,2023,1999,840,22
"321",2023.2,2023,2000,840,25
"322",2023.2001,2023,2001,840,22
"323",2023.2002,2023,2002,840,20
"324",2023.2003,2023,2003,840,16
"325",2023.2004,2023,2004,840,23
"326",2023.2005,2023,2005,840,20
"327",2023.2009,2023,2009,840,13
"328",2023.2011,2023,2011,840,22
"329",2023.2012,2023,2012,840,22
"330",2023.2013,2023,2013,840,20
"331",2023.2014,2023,2014,840,23
"332",2023.2015,2023,2015,840,25
"333",2023.2017,2023,2017,840,16
"334",2024.1998,2024,1998,840,16
"335",2024.1999,2024,1999,840,15
"336",2024.2,2024,2000,840,18
"337",2024.2001,2024,2001,840,15
"338",2024.2002,2024,2002,840,16
"339",2024.2003,2024,2003,840,15
"340",2024.2004,2024,2004,840,16
"341",2024.2005,2024,2005,840,15
"342",2024.2006,2024,2006,840,14
"343",2024.2007,2024,2007,840,14
"344",2024.2008,2024,2008,840,14
"345",2024.2009,2024,2009,840,14
"346",2024.201,2024,2010,840,9
"347",2024.2011,2024,2011,840,12
"348",2024.2012,2024,2012,840,16
"349",2024.2013,2024,2013,840,12
"350",2024.2014,2024,2014,840,18
"351",2024.2015,2024,2015,840,15
"352",2024.2016,2024,2016,840,15
"353",2024.2017,2024,2017,840,18
"354",2024.2018,2024,2018,840,18
"355",2024.2019,2024,2019,840,19
"356",2025.1997,2025,1997,840,10
"357",2025.1998,2025,1998,840,15
"358",2025.2,2025,2000,840,12
"359",2025.2001,2025,2001,840,16
"360",2025.2002,2025,2002,840,13
"361",2025.2003,2025,2003,840,11
"362",2025.2004,2025,2004,840,12
"363",2025.2005,2025,2005,840,13
"364",2025.2006,2025,2006,840,16
"365",2025.2007,2025,2007,840,15
"366",2025.2008,2025,2008,840,13
"367",2025.2009,2025,2009,840,14
"368",2025.201,2025,2010,840,11
"369",2025.2011,2025,2011,840,10
"370",2025.2012,2025,2012,840,12
"371",2025.2013,2025,2013,840,13
"372",2025.2014,2025,2014,840,12
"373",2025.2015,2025,2015,840,13
"374",2025.2016,2025,2016,840,13
"375",2025.2017,2025,2017,840,17
"376",2026.1997,2026,1997,840,10
"377",2026.1998,2026,1998,840,18
"378",2026.1999,2026,1999,840,23
"379",2026.2,2026,2000,840,19
"380",2026.2001,2026,2001,840,19
"381",2026.2002,2026,2002,840,19
"382",2026.2003,2026,2003,840,19
"383",2026.2004,2026,2004,840,15
"384",2026.2005,2026,2005,840,15
"385",2026.201,2026,2010,840,17
"386",2026.2011,2026,2011,840,9
"387",2026.2012,2026,2012,840,10
"388",2026.2013,2026,2013,840,12
"389",2026.2014,2026,2014,840,13
"390",2026.2015,2026,2015,840,16
"391",2026.2016,2026,2016,840,19
"392",2026.2017,2026,2017,840,16
"393",2027.1997,2027,1997,840,9
"394",2027.1998,2027,1998,840,22
"395",2027.1999,2027,1999,840,20
"396",2027.2,2027,2000,840,22
"397",2027.2001,2027,2001,840,21
"398",2027.2002,2027,2002,840,17
"399",2027.2003,2027,2003,840,25
"400",2027.2004,2027,2004,840,18
"401",2027.2005,2027,2005,840,20
"402",2027.2006,2027,2006,840,22
"403",2027.2007,2027,2007,840,22
"404",2027.2008,2027,2008,840,24
"405",2027.2009,2027,2009,840,26
"406",2027.201,2027,2010,840,21
"407",2027.2011,2027,2011,840,27
"408",2027.2015,2027,2015,840,24
"409",2027.2016,2027,2016,840,24
"410",2027.2017,2027,2017,840,27
"411",2027.2018,2027,2018,840,24
"412",2027.2019,2027,2019,840,27
"413",2028.1997,2028,1997,840,12
"414",2028.1998,2028,1998,840,10
"415",2028.1999,2028,1999,840,7
"416",2028.2,2028,2000,840,8
"417",2028.2001,2028,2001,840,9
"418",2028.2002,2028,2002,840,8
"419",2028.2003,2028,2003,840,19
"420",2028.2004,2028,2004,840,15
"421",2028.2005,2028,2005,840,21
"422",2028.2007,2028,2007,840,19
"423",2028.2008,2028,2008,840,24
"424",2028.2009,2028,2009,840,23
"425",2028.201,2028,2010,840,22
"426",2028.2011,2028,2011,840,19
"427",2028.2015,2028,2015,840,14
"428",2028.2016,2028,2016,840,15
"429",2028.2017,2028,2017,840,13
"430",2028.2018,2028,2018,840,15
"431",2028.2019,2028,2019,840,14
"432",2029.1997,2029,1997,840,15
"433",2029.1998,2029,1998,840,17
"434",2029.1999,2029,1999,840,20
"435",2029.2,2029,2000,840,13
"436",2029.2001,2029,2001,840,14
"437",2029.2002,2029,2002,840,15
"438",2029.2003,2029,2003,840,16
"439",2029.2004,2029,2004,840,15
"440",2029.2005,2029,2005,840,15
"441",2029.2006,2029,2006,840,17
"442",2029.2007,2029,2007,840,20
"443",2029.2008,2029,2008,840,20
"444",2029.2009,2029,2009,840,7
"445",2029.201,2029,2010,840,14
"446",2029.2011,2029,2011,840,15
"447",2029.2012,2029,2012,840,16
"448",2029.2013,2029,2013,840,15
"449",2029.2014,2029,2014,840,16
"450",2029.2015,2029,2015,840,17
"451",2029.2016,2029,2016,840,15
"452",2029.2017,2029,2017,840,22
"453",2029.2018,2029,2018,840,23
"454",2029.2019,2029,2019,840,22
"455",2030.1998,2030,1998,840,7
"456",2030.2017,2030,2017,840,10
"457",2030.2018,2030,2018,840,12
"458",2030.2019,2030,2019,840,15
"459",2031.1999,2031,1999,840,20
"460",2031.2,2031,2000,840,17
"461",2031.2001,2031,2001,840,19
"462",2031.2002,2031,2002,840,18
"463",2031.2003,2031,2003,840,19
"464",2031.2004,2031,2004,840,9
"465",2031.2005,2031,2005,840,9
"466",2031.2006,2031,2006,840,8
"467",2031.2007,2031,2007,840,10
"468",2031.2008,2031,2008,840,12
"469",2031.2009,2031,2009,840,11
"470",2031.201,2031,2010,840,9
"471",2031.2016,2031,2016,840,16
"472",2031.2017,2031,2017,840,14
"473",2031.2018,2031,2018,840,17
"474",2031.2019,2031,2019,840,16
"475",2032.2001,2032,2001,840,15
"476",2032.2003,2032,2003,840,11
"477",2032.2004,2032,2004,840,7
"478",2032.2005,2032,2005,840,12
"479",2032.2006,2032,2006,840,10
"480",2032.2007,2032,2007,840,11
"481",2032.2008,2032,2008,840,10
"482",2032.2013,2032,2013,840,15
"483",2032.2014,2032,2014,840,13
"484",2032.2015,2032,2015,840,17
"485",2032.2016,2032,2016,840,18
"486",2032.2017,2032,2017,840,19
"487",2033.1997,2033,1997,840,11
"488",2033.1998,2033,1998,840,18
"489",2033.1999,2033,1999,840,19
"490",2033.2,2033,2000,840,14
"491",2033.2001,2033,2001,840,17
"492",2033.2002,2033,2002,840,20
"493",2033.2003,2033,2003,840,18
"494",2033.2004,2033,2004,840,17
"495",2033.2005,2033,2005,840,15
"496",2033.2006,2033,2006,840,16
"497",2033.2007,2033,2007,840,19
"498",2033.2008,2033,2008,840,19
"499",2033.201,2033,2010,840,13
"500",2033.2011,2033,2011,840,7
"501",2033.2012,2033,2012,840,8
"502",2033.2013,2033,2013,840,12
"503",2033.2014,2033,2014,840,5
"504",2034.1997,2034,1997,840,17
"505",2034.1998,2034,1998,840,15
"506",2034.1999,2034,1999,840,15
"507",2034.2,2034,2000,840,14
"508",2034.2001,2034,2001,840,16
"509",2034.2002,2034,2002,840,11
"510",2034.2003,2034,2003,840,13
"511",2034.2004,2034,2004,840,11
"512",2034.2005,2034,2005,840,13
"513",2034.2006,2034,2006,840,14
"514",2034.2007,2034,2007,840,9
"515",2034.2008,2034,2008,840,12
"516",2034.2009,2034,2009,840,12
"517",2034.201,2034,2010,840,13
"518",2034.2011,2034,2011,840,11
"519",2035.1997,2035,1997,840,11
"520",2035.1998,2035,1998,840,8
"521",2035.1999,2035,1999,840,19
"522",2035.2,2035,2000,840,15
"523",2035.2001,2035,2001,840,13
"524",2035.2002,2035,2002,840,12
"525",2035.2003,2035,2003,840,9
"526",2035.2004,2035,2004,840,6
"527",2035.2005,2035,2005,840,7
"528",2035.2006,2035,2006,840,7
"529",2035.2007,2035,2007,840,7
"530",2035.2009,2035,2009,840,9
"531",2035.201,2035,2010,840,10
"532",2035.2011,2035,2011,840,9
"533",2035.2013,2035,2013,840,12
"534",2035.2014,2035,2014,840,11
"535",2035.2015,2035,2015,840,15
"536",2035.2016,2035,2016,840,12
"537",2035.2017,2035,2017,840,8
"538",2035.2018,2035,2018,840,11
"539",2036.1997,2036,1997,840,20
"540",2036.1998,2036,1998,840,16
"541",2036.1999,2036,1999,840,17
"542",2036.2,2036,2000,840,17
"543",2036.2001,2036,2001,840,17
"544",2036.2002,2036,2002,840,21
"545",2036.2003,2036,2003,840,22
"546",2036.2004,2036,2004,840,19
"547",2036.2005,2036,2005,840,20
"548",2036.2007,2036,2007,840,13
"549",2036.2008,2036,2008,840,13
"550",2036.2009,2036,2009,840,9
"551",2036.201,2036,2010,840,9
"552",2036.2011,2036,2011,840,13
"553",2036.2012,2036,2012,840,10
"554",2036.2013,2036,2013,840,8
"555",2036.2014,2036,2014,840,9
"556",2036.2016,2036,2016,840,14
"557",2036.2019,2036,2019,840,15
"558",2037.1997,2037,1997,840,10
"559",2037.1998,2037,1998,840,12
"560",2037.1999,2037,1999,840,12
"561",2037.2,2037,2000,840,14
"562",2038.1997,2038,1997,840,20
"563",2038.1998,2038,1998,840,16
"564",2038.1999,2038,1999,840,17
"565",2038.2,2038,2000,840,20
"566",2038.2001,2038,2001,840,20
"567",2038.2002,2038,2002,840,22
"568",2038.2003,2038,2003,840,18
"569",2038.2004,2038,2004,840,17
"570",2038.2005,2038,2005,840,17
"571",2038.2006,2038,2006,840,17
"572",2038.2007,2038,2007,840,18
"573",2038.2008,2038,2008,840,15
"574",2038.2009,2038,2009,840,21
"575",2038.2011,2038,2011,840,12
"576",2038.2012,2038,2012,840,14
"577",2038.2013,2038,2013,840,16
"578",2038.2014,2038,2014,840,14
"579",2038.2015,2038,2015,840,15
"580",2038.2016,2038,2016,840,18
"581",2038.2017,2038,2017,840,16
"582",2038.2018,2038,2018,840,18
"583",2038.2019,2038,2019,840,14
"584",2039.1997,2039,1997,840,13
"585",2039.1998,2039,1998,840,15
"586",2039.1999,2039,1999,840,16
"587",2039.2,2039,2000,840,15
"588",2039.2001,2039,2001,840,14
"589",2039.2002,2039,2002,840,16
"590",2039.2003,2039,2003,840,14
"591",2039.2004,2039,2004,840,14
"592",2039.2006,2039,2006,840,18
"593",2039.2007,2039,2007,840,18
"594",2039.2008,2039,2008,840,18
"595",2039.2009,2039,2009,840,15
"596",2039.201,2039,2010,840,15
"597",2039.2011,2039,2011,840,15
"598",2039.2012,2039,2012,840,10
"599",2039.2013,2039,2013,840,18
"600",2039.2018,2039,2018,840,21
"601",2041.1997,2041,1997,840,2
"602",2041.1998,2041,1998,840,2
"603",2041.1999,2041,1999,840,2
"604",2041.2,2041,2000,840,1
"605",2041.2001,2041,2001,840,3
"606",2041.2002,2041,2002,840,3
"607",2041.2003,2041,2003,840,3
"608",2043.1997,2043,1997,840,13
"609",2043.1998,2043,1998,840,13
"610",2043.1999,2043,1999,840,11
"611",2043.2,2043,2000,840,12
"612",2043.2001,2043,2001,840,10
"613",2043.2002,2043,2002,840,11
"614",2043.2003,2043,2003,840,9
"615",2043.2004,2043,2004,840,8
"616",2043.2005,2043,2005,840,11
"617",2043.2006,2043,2006,840,9
"618",2043.2007,2043,2007,840,9
"619",2043.2008,2043,2008,840,12
"620",2043.2009,2043,2009,840,14
"621",2043.201,2043,2010,840,11
"622",2043.2011,2043,2011,840,11
"623",2043.2012,2043,2012,840,8
"624",2043.2013,2043,2013,840,12
"625",2043.2014,2043,2014,840,11
"626",2043.2015,2043,2015,840,11
"627",2043.2016,2043,2016,840,16
"628",2043.2017,2043,2017,840,6
"629",2043.2018,2043,2018,840,14
"630",2043.2019,2043,2019,840,7
"631",2045.1997,2045,1997,840,19
"632",2045.1998,2045,1998,840,17
"633",2045.1999,2045,1999,840,17
"634",2045.2,2045,2000,840,13
"635",2045.2001,2045,2001,840,18
"636",2045.2002,2045,2002,840,13
"637",2045.2003,2045,2003,840,19
"638",2045.2004,2045,2004,840,19
"639",2045.2005,2045,2005,840,23
"640",2045.2006,2045,2006,840,22
"641",2045.2007,2045,2007,840,17
"642",2045.2008,2045,2008,840,15
"643",2045.2009,2045,2009,840,19
"644",2045.201,2045,2010,840,20
"645",2045.2011,2045,2011,840,19
"646",2045.2012,2045,2012,840,17
"647",2045.2013,2045,2013,840,18
"648",2045.2014,2045,2014,840,18
"649",2045.2015,2045,2015,840,17
"650",2045.2016,2045,2016,840,19
"651",2045.2017,2045,2017,840,16
"652",2045.2018,2045,2018,840,16
"653",2045.2019,2045,2019,840,20
"654",2046.1997,2046,1997,840,17
"655",2046.1998,2046,1998,840,16
"656",2046.1999,2046,1999,840,22
"657",2046.2,2046,2000,840,14
"658",2046.2001,2046,2001,840,22
"659",2046.2002,2046,2002,840,23
"660",2046.2003,2046,2003,840,16
"661",2046.2005,2046,2005,840,20
"662",2046.2009,2046,2009,840,13
"663",2046.201,2046,2010,840,14
"664",2046.2011,2046,2011,840,16
"665",2046.2012,2046,2012,840,14
"666",2046.2014,2046,2014,840,9
"667",2046.2016,2046,2016,840,13
"668",2046.2017,2046,2017,840,17
"669",2047.1997,2047,1997,840,19
"670",2047.1998,2047,1998,840,16
"671",2047.1999,2047,1999,840,18
"672",2047.2,2047,2000,840,13
"673",2047.2001,2047,2001,840,17
"674",2047.2002,2047,2002,840,11
"675",2047.2003,2047,2003,840,16
"676",2047.2004,2047,2004,840,13
"677",2047.2005,2047,2005,840,17
"678",2047.2006,2047,2006,840,15
"679",2047.2007,2047,2007,840,12
"680",2047.2008,2047,2008,840,10
"681",2047.2009,2047,2009,840,13
"682",2047.201,2047,2010,840,14
"683",2047.2011,2047,2011,840,12
"684",2047.2012,2047,2012,840,10
"685",2047.2013,2047,2013,840,14
"686",2047.2014,2047,2014,840,13
"687",2047.2015,2047,2015,840,15
"688",2047.2016,2047,2016,840,13
"689",2047.2017,2047,2017,840,15
"690",2047.2018,2047,2018,840,13
"691",2047.2019,2047,2019,840,13
"692",2048.1997,2048,1997,840,11
"693",2048.1998,2048,1998,840,11
"694",2048.1999,2048,1999,840,13
"695",2048.2,2048,2000,840,13
"696",2048.2001,2048,2001,840,12
"697",2048.2002,2048,2002,840,18
"698",2048.2003,2048,2003,840,13
"699",2048.2004,2048,2004,840,16
"700",2048.2005,2048,2005,840,15
"701",2048.2007,2048,2007,840,14
"702",2048.2008,2048,2008,840,15
"703",2048.2009,2048,2009,840,12
"704",2048.201,2048,2010,840,14
"705",2048.2011,2048,2011,840,10
"706",2048.2015,2048,2015,840,17
"707",2048.2016,2048,2016,840,15
"708",2048.2017,2048,2017,840,12
"709",2048.2018,2048,2018,840,14
"710",2048.2019,2048,2019,840,15
"711",2049.1997,2049,1997,840,16
"712",2049.1998,2049,1998,840,17
"713",2049.1999,2049,1999,840,20
"714",2049.2,2049,2000,840,14
"715",2049.2001,2049,2001,840,18
"716",2049.2002,2049,2002,840,13
"717",2049.2003,2049,2003,840,18
"718",2049.2004,2049,2004,840,12
"719",2049.2005,2049,2005,840,13
"720",2049.2006,2049,2006,840,13
"721",2049.2007,2049,2007,840,11
"722",2049.2008,2049,2008,840,13
"723",2049.2009,2049,2009,840,15
"724",2049.201,2049,2010,840,17
"725",2049.2011,2049,2011,840,12
"726",2049.2017,2049,2017,840,23
"727",2049.2018,2049,2018,840,22
"728",2049.2019,2049,2019,840,14
"729",2050.1997,2050,1997,840,9
"730",2050.1998,2050,1998,840,12
"731",2050.1999,2050,1999,840,11
"732",2050.2,2050,2000,840,13
"733",2050.2001,2050,2001,840,16
"734",2050.2002,2050,2002,840,15
"735",2050.2003,2050,2003,840,16
"736",2050.2004,2050,2004,840,18
"737",2050.2005,2050,2005,840,13
