"","Transect","RouteNumber","Year","CountryNum","Richness"
"52","11005.2004",11005,2004,124,31
"53","11005.2005",11005,2005,124,26
"54","11005.2006",11005,2006,124,41
"55","11005.2007",11005,2007,124,35
"56","11005.2008",11005,2008,124,42
"57","11005.2009",11005,2009,124,26
"58","11005.2010",11005,2010,124,40
"59","11005.2018",11005,2018,124,61
"60","11005.2019",11005,2019,124,52
"61","11006.2001",11006,2001,124,39
"62","11006.2002",11006,2002,124,33
"63","11006.2003",11006,2003,124,48
"64","11006.2004",11006,2004,124,33
"65","11006.2005",11006,2005,124,34
"66","11006.2006",11006,2006,124,42
"67","11006.2007",11006,2007,124,29
"68","11006.2008",11006,2008,124,43
"69","11006.2009",11006,2009,124,39
"70","11006.2010",11006,2010,124,60
"71","11006.2011",11006,2011,124,43
"72","11006.2012",11006,2012,124,31
"73","11006.2013",11006,2013,124,44
"74","11006.2014",11006,2014,124,44
"75","11006.2015",11006,2015,124,30
"76","11006.2016",11006,2016,124,43
"77","11006.2017",11006,2017,124,36
"78","11006.2018",11006,2018,124,46
"79","11007.1997",11007,1997,124,43
"80","11007.1998",11007,1998,124,35
"81","11007.1999",11007,1999,124,48
"82","11007.2000",11007,2000,124,49
"83","11007.2001",11007,2001,124,40
"84","11007.2002",11007,2002,124,41
"85","11007.2003",11007,2003,124,45
"86","11007.2005",11007,2005,124,49
"87","11007.2007",11007,2007,124,43
"88","11007.2008",11007,2008,124,36
"89","11007.2009",11007,2009,124,42
"90","11007.2010",11007,2010,124,39
"91","11007.2015",11007,2015,124,56
"92","11008.1996",11008,1996,124,56
"93","11008.1997",11008,1997,124,78
"94","11008.1998",11008,1998,124,64
"95","11008.1999",11008,1999,124,64
"96","11008.2000",11008,2000,124,76
"97","11008.2002",11008,2002,124,79
"98","11008.2003",11008,2003,124,77
"99","11008.2004",11008,2004,124,61
"100","11008.2005",11008,2005,124,79
"101","11008.2013",11008,2013,124,58
"102","11009.1997",11009,1997,124,44
"103","11009.1998",11009,1998,124,54
"104","11009.1999",11009,1999,124,16
"105","11009.2000",11009,2000,124,34
"106","11009.2001",11009,2001,124,41
"107","11009.2002",11009,2002,124,33
"108","11009.2003",11009,2003,124,31
"109","11009.2004",11009,2004,124,47
"110","11009.2005",11009,2005,124,40
"111","11009.2006",11009,2006,124,39
"112","11009.2007",11009,2007,124,25
"113","11009.2008",11009,2008,124,45
"114","11009.2009",11009,2009,124,44
"115","11009.2010",11009,2010,124,41
"116","11009.2011",11009,2011,124,33
"117","11009.2012",11009,2012,124,25
"118","11010.1997",11010,1997,124,32
"119","11010.1998",11010,1998,124,32
"120","11010.1999",11010,1999,124,32
"121","11010.2000",11010,2000,124,33
"122","11010.2001",11010,2001,124,34
"123","11010.2002",11010,2002,124,18
"124","11010.2003",11010,2003,124,21
"125","11010.2004",11010,2004,124,30
"126","11010.2005",11010,2005,124,24
"127","11010.2006",11010,2006,124,31
"128","11010.2007",11010,2007,124,26
"129","11010.2008",11010,2008,124,27
"130","11010.2009",11010,2009,124,19
"131","11010.2011",11010,2011,124,28
"132","11010.2012",11010,2012,124,26
"133","11011.1996",11011,1996,124,21
"134","11011.1997",11011,1997,124,28
"135","11011.1998",11011,1998,124,17
"136","11011.1999",11011,1999,124,19
"137","11011.2000",11011,2000,124,28
"138","11011.2001",11011,2001,124,30
"139","11011.2002",11011,2002,124,27
"140","11011.2003",11011,2003,124,32
"141","11011.2004",11011,2004,124,24
"142","11011.2005",11011,2005,124,26
"143","11011.2006",11011,2006,124,24
"144","11011.2007",11011,2007,124,28
"145","11011.2008",11011,2008,124,24
"146","11014.1998",11014,1998,124,35
"147","11014.2000",11014,2000,124,46
"148","11014.2001",11014,2001,124,39
"149","11014.2002",11014,2002,124,42
"150","11014.2003",11014,2003,124,3
"151","11015.2018",11015,2018,124,51
"152","11015.2019",11015,2019,124,62
"153","11016.2014",11016,2014,124,51
"154","11016.2015",11016,2015,124,47
"155","11016.2016",11016,2016,124,47
"156","11016.2017",11016,2017,124,35
"157","11016.2018",11016,2018,124,28
"158","11017.1999",11017,1999,124,58
"159","11017.2000",11017,2000,124,55
"160","11017.2002",11017,2002,124,77
"161","11017.2003",11017,2003,124,66
"162","11017.2004",11017,2004,124,64
"163","11017.2006",11017,2006,124,70
"164","11017.2007",11017,2007,124,70
"165","11017.2008",11017,2008,124,71
"166","11017.2013",11017,2013,124,59
"167","11017.2014",11017,2014,124,54
"168","11017.2015",11017,2015,124,64
"169","11017.2016",11017,2016,124,53
"170","11017.2017",11017,2017,124,40
"171","11017.2018",11017,2018,124,53
"172","11017.2019",11017,2019,124,52
"173","11018.1997",11018,1997,124,35
"174","11018.1999",11018,1999,124,47
"175","11018.2000",11018,2000,124,40
"176","11018.2015",11018,2015,124,55
"177","11019.1997",11019,1997,124,34
"178","11019.1998",11019,1998,124,31
"179","11019.1999",11019,1999,124,38
"180","11019.2000",11019,2000,124,42
"181","11019.2001",11019,2001,124,47
"182","11019.2002",11019,2002,124,38
"183","11019.2005",11019,2005,124,35
"184","11019.2006",11019,2006,124,43
"185","11019.2008",11019,2008,124,41
"186","11019.2010",11019,2010,124,28
"187","11019.2011",11019,2011,124,28
"188","11019.2015",11019,2015,124,63
"189","11019.2016",11019,2016,124,53
"190","11019.2017",11019,2017,124,58
"191","11019.2018",11019,2018,124,51
"192","11019.2019",11019,2019,124,73
"193","11020.2000",11020,2000,124,10
"194","11020.2001",11020,2001,124,14
"195","11020.2002",11020,2002,124,10
"196","11020.2003",11020,2003,124,19
"197","11020.2004",11020,2004,124,11
"198","11020.2005",11020,2005,124,13
"199","11020.2006",11020,2006,124,17
"200","11020.2007",11020,2007,124,12
"201","11020.2008",11020,2008,124,9
"202","11020.2009",11020,2009,124,10
"203","11020.2010",11020,2010,124,7
"204","11020.2011",11020,2011,124,14
"205","11020.2012",11020,2012,124,6
"206","11020.2013",11020,2013,124,63
"207","11020.2014",11020,2014,124,64
"208","11020.2015",11020,2015,124,52
"209","11020.2016",11020,2016,124,52
"210","11020.2017",11020,2017,124,56
"211","11022.1995",11022,1995,124,76
"212","11022.2000",11022,2000,124,68
"213","11022.2002",11022,2002,124,67
"214","11022.2003",11022,2003,124,56
"215","11022.2004",11022,2004,124,65
"216","11022.2005",11022,2005,124,60
"217","11022.2006",11022,2006,124,57
"218","11022.2008",11022,2008,124,62
"219","11022.2009",11022,2009,124,62
"220","11022.2015",11022,2015,124,36
"221","11022.2016",11022,2016,124,46
"222","11022.2018",11022,2018,124,31
"223","11023.1997",11023,1997,124,30
"224","11023.1998",11023,1998,124,21
"225","11023.1999",11023,1999,124,21
"226","11023.2000",11023,2000,124,15
"227","11023.2002",11023,2002,124,27
"228","11023.2003",11023,2003,124,15
"229","11023.2004",11023,2004,124,28
"230","11023.2005",11023,2005,124,35
"231","11023.2006",11023,2006,124,30
"232","11023.2007",11023,2007,124,34
"233","11023.2008",11023,2008,124,29
"234","11023.2010",11023,2010,124,24
"235","11023.2012",11023,2012,124,34
"236","11028.2004",11028,2004,124,69
"237","11028.2005",11028,2005,124,56
"238","11028.2006",11028,2006,124,62
"239","11028.2007",11028,2007,124,60
"240","11028.2008",11028,2008,124,65
"241","11028.2009",11028,2009,124,60
"242","11028.2010",11028,2010,124,66
"243","11028.2012",11028,2012,124,79
"244","11029.1997",11029,1997,124,30
"245","11029.1998",11029,1998,124,37
"246","11029.1999",11029,1999,124,22
"247","11029.2000",11029,2000,124,20
"248","11029.2001",11029,2001,124,24
"249","11029.2002",11029,2002,124,16
"250","11029.2003",11029,2003,124,18
"251","11029.2005",11029,2005,124,16
"252","11029.2006",11029,2006,124,12
"253","11029.2007",11029,2007,124,16
"254","11029.2008",11029,2008,124,12
"255","11029.2009",11029,2009,124,16
"256","11029.2010",11029,2010,124,13
"257","11029.2011",11029,2011,124,18
"258","11029.2012",11029,2012,124,16
"259","11029.2013",11029,2013,124,3
"260","11029.2014",11029,2014,124,11
"261","11029.2015",11029,2015,124,14
"262","11029.2016",11029,2016,124,8
"263","11029.2017",11029,2017,124,12
"264","11029.2018",11029,2018,124,12
"265","11030.1996",11030,1996,124,64
"266","11030.1997",11030,1997,124,61
"267","11030.1999",11030,1999,124,67
"268","11030.2000",11030,2000,124,73
"269","11030.2001",11030,2001,124,65
"270","11030.2002",11030,2002,124,67
"271","11030.2003",11030,2003,124,67
"272","11030.2004",11030,2004,124,68
"273","11030.2005",11030,2005,124,64
"274","11030.2006",11030,2006,124,56
"275","11031.1998",11031,1998,124,47
"276","11031.1999",11031,1999,124,46
"277","11031.2000",11031,2000,124,36
"278","11031.2001",11031,2001,124,39
"279","11031.2002",11031,2002,124,56
"280","11031.2004",11031,2004,124,42
"281","11032.1999",11032,1999,124,30
"282","11032.2000",11032,2000,124,41
"283","11032.2002",11032,2002,124,46
"284","11032.2004",11032,2004,124,53
"285","11032.2008",11032,2008,124,60
"286","11032.2009",11032,2009,124,65
"287","11032.2010",11032,2010,124,50
"288","11033.1995",11033,1995,124,27
"289","11033.1997",11033,1997,124,43
"290","11033.1998",11033,1998,124,47
"291","11033.1999",11033,1999,124,35
"292","11033.2000",11033,2000,124,43
"293","11033.2001",11033,2001,124,33
"294","11033.2002",11033,2002,124,30
"295","11033.2003",11033,2003,124,32
"296","11033.2004",11033,2004,124,36
"297","11033.2005",11033,2005,124,53
"298","11033.2006",11033,2006,124,33
"299","11033.2007",11033,2007,124,42
"300","11033.2008",11033,2008,124,35
"301","11033.2009",11033,2009,124,38
"302","11033.2010",11033,2010,124,38
"303","11033.2011",11033,2011,124,39
"304","11033.2012",11033,2012,124,23
"305","11033.2013",11033,2013,124,18
"306","11033.2014",11033,2014,124,54
"307","11034.1997",11034,1997,124,42
"308","11034.1998",11034,1998,124,46
"309","11034.2005",11034,2005,124,32
"310","11034.2006",11034,2006,124,31
"311","11034.2008",11034,2008,124,64
"312","11034.2009",11034,2009,124,56
"313","11034.2010",11034,2010,124,38
"314","11034.2011",11034,2011,124,37
"315","11034.2012",11034,2012,124,25
"316","11036.2001",11036,2001,124,53
"317","11036.2002",11036,2002,124,54
"318","11036.2003",11036,2003,124,40
"319","11036.2004",11036,2004,124,38
"320","11037.1997",11037,1997,124,29
"321","11037.1998",11037,1998,124,43
"322","11037.1999",11037,1999,124,41
"323","11037.2000",11037,2000,124,34
"324","11037.2001",11037,2001,124,28
"325","11037.2002",11037,2002,124,25
"326","11037.2004",11037,2004,124,31
"327","11037.2005",11037,2005,124,63
"328","11037.2014",11037,2014,124,78
"329","11037.2015",11037,2015,124,76
"330","11037.2016",11037,2016,124,65
"331","11037.2017",11037,2017,124,60
"332","11044.2014",11044,2014,124,72
"333","11044.2015",11044,2015,124,76
"334","11044.2019",11044,2019,124,85
"335","11045.1997",11045,1997,124,27
"336","11045.1998",11045,1998,124,28
"337","11045.1999",11045,1999,124,17
"338","11045.2000",11045,2000,124,27
"339","11045.2001",11045,2001,124,21
"340","11045.2002",11045,2002,124,22
"341","11045.2003",11045,2003,124,19
"342","11045.2004",11045,2004,124,13
"343","11045.2005",11045,2005,124,21
"344","11045.2006",11045,2006,124,14
"345","11045.2007",11045,2007,124,16
"346","11045.2008",11045,2008,124,8
"347","11045.2009",11045,2009,124,32
"348","11045.2010",11045,2010,124,30
"349","11045.2011",11045,2011,124,26
"350","11045.2012",11045,2012,124,58
"351","11045.2013",11045,2013,124,55
"352","11045.2014",11045,2014,124,45
"353","11045.2015",11045,2015,124,55
"354","11045.2016",11045,2016,124,59
"355","11045.2017",11045,2017,124,51
"356","11045.2018",11045,2018,124,46
"357","11045.2019",11045,2019,124,41
"358","11046.2000",11046,2000,124,46
"359","11046.2001",11046,2001,124,52
"360","11046.2002",11046,2002,124,62
"361","11046.2003",11046,2003,124,59
"362","11046.2004",11046,2004,124,45
"363","11046.2005",11046,2005,124,41
"364","11046.2011",11046,2011,124,70
"365","11046.2015",11046,2015,124,69
"366","11046.2016",11046,2016,124,62
"367","11046.2017",11046,2017,124,47
"368","11048.2001",11048,2001,124,56
"369","11048.2002",11048,2002,124,49
"370","11048.2003",11048,2003,124,48
"371","11048.2004",11048,2004,124,48
"372","11048.2005",11048,2005,124,57
"373","11048.2007",11048,2007,124,51
"374","11048.2010",11048,2010,124,82
"375","11048.2014",11048,2014,124,66
"376","11048.2016",11048,2016,124,79
"377","11048.2017",11048,2017,124,74
"378","11048.2019",11048,2019,124,78
"379","11049.2001",11049,2001,124,56
"380","11049.2003",11049,2003,124,49
"381","11049.2004",11049,2004,124,63
"382","11049.2005",11049,2005,124,48
"383","11049.2007",11049,2007,124,63
"384","11049.2014",11049,2014,124,63
"385","11049.2016",11049,2016,124,64
"386","11049.2017",11049,2017,124,59
"387","11053.1999",11053,1999,124,33
"388","11053.2000",11053,2000,124,45
"389","11053.2001",11053,2001,124,47
"390","11053.2002",11053,2002,124,45
"391","11053.2003",11053,2003,124,52
"392","11053.2004",11053,2004,124,61
"393","11053.2005",11053,2005,124,52
"394","11053.2006",11053,2006,124,56
"395","11053.2007",11053,2007,124,47
"396","11053.2008",11053,2008,124,41
"397","11053.2009",11053,2009,124,56
"398","11053.2010",11053,2010,124,53
"399","11053.2011",11053,2011,124,33
"400","11053.2012",11053,2012,124,46
"401","11053.2015",11053,2015,124,49
"402","11053.2017",11053,2017,124,41
"403","11053.2018",11053,2018,124,53
"404","11053.2019",11053,2019,124,42
"405","11054.2014",11054,2014,124,66
"406","11054.2015",11054,2015,124,77
"407","11054.2016",11054,2016,124,77
"408","11054.2017",11054,2017,124,101
"409","11054.2018",11054,2018,124,82
"410","11054.2019",11054,2019,124,83
"411","11055.1997",11055,1997,124,83
"412","11055.1998",11055,1998,124,57
"413","11055.1999",11055,1999,124,76
"414","11055.2000",11055,2000,124,53
"415","11055.2001",11055,2001,124,55
"416","11055.2002",11055,2002,124,64
"417","11055.2003",11055,2003,124,51
"418","11055.2013",11055,2013,124,94
"419","11055.2014",11055,2014,124,85
"420","11055.2015",11055,2015,124,80
"421","11055.2016",11055,2016,124,65
"422","11055.2017",11055,2017,124,83
"423","11055.2018",11055,2018,124,73
"424","11055.2019",11055,2019,124,75
"425","11057.2001",11057,2001,124,65
"426","11057.2003",11057,2003,124,56
"427","11057.2004",11057,2004,124,70
"428","11057.2005",11057,2005,124,65
"429","11057.2006",11057,2006,124,84
"430","11057.2007",11057,2007,124,40
"431","11057.2008",11057,2008,124,65
"432","11057.2009",11057,2009,124,69
"433","11057.2010",11057,2010,124,71
"434","11057.2012",11057,2012,124,79
"435","11057.2014",11057,2014,124,90
"436","11057.2015",11057,2015,124,97
"437","11057.2016",11057,2016,124,66
"438","11057.2017",11057,2017,124,73
"439","11058.1999",11058,1999,124,52
"440","11058.2000",11058,2000,124,49
"441","11058.2001",11058,2001,124,56
"442","11058.2002",11058,2002,124,58
"443","11058.2003",11058,2003,124,61
"444","11058.2004",11058,2004,124,63
"445","11058.2005",11058,2005,124,51
"446","11058.2006",11058,2006,124,62
"447","11058.2007",11058,2007,124,57
"448","11058.2008",11058,2008,124,53
"449","11058.2009",11058,2009,124,65
"450","11058.2010",11058,2010,124,55
"451","11058.2011",11058,2011,124,54
"452","11058.2012",11058,2012,124,48
"453","11058.2015",11058,2015,124,55
"454","11058.2017",11058,2017,124,56
"455","11058.2018",11058,2018,124,53
"456","11058.2019",11058,2019,124,56
"457","11063.2014",11063,2014,124,74
"458","11063.2015",11063,2015,124,58
"459","11063.2016",11063,2016,124,79
"460","11063.2017",11063,2017,124,49
"461","11063.2018",11063,2018,124,66
"462","11063.2019",11063,2019,124,74
"463","11065.1997",11065,1997,124,91
"464","11065.1998",11065,1998,124,80
"465","11065.1999",11065,1999,124,83
"466","11065.2000",11065,2000,124,83
"467","11065.2001",11065,2001,124,90
"468","11065.2002",11065,2002,124,89
"469","11065.2003",11065,2003,124,86
"470","11065.2004",11065,2004,124,101
"471","11065.2005",11065,2005,124,88
"472","11065.2006",11065,2006,124,90
"473","11065.2007",11065,2007,124,87
"474","11065.2008",11065,2008,124,73
"475","11065.2009",11065,2009,124,60
"476","11065.2010",11065,2010,124,103
"477","11068.2001",11068,2001,124,43
"478","11068.2002",11068,2002,124,56
"479","11068.2004",11068,2004,124,53
"480","11068.2005",11068,2005,124,83
"481","11068.2006",11068,2006,124,61
"482","11068.2007",11068,2007,124,37
"483","11068.2009",11068,2009,124,60
"484","11068.2014",11068,2014,124,63
"485","11068.2016",11068,2016,124,63
"486","11069.1997",11069,1997,124,65
"487","11069.1998",11069,1998,124,61
"488","11069.1999",11069,1999,124,87
"489","11069.2000",11069,2000,124,58
"490","11069.2001",11069,2001,124,57
"491","11069.2002",11069,2002,124,61
"492","11069.2003",11069,2003,124,45
"493","11069.2004",11069,2004,124,46
"494","11069.2008",11069,2008,124,72
"495","11069.2009",11069,2009,124,70
"496","11069.2010",11069,2010,124,76
"497","11069.2011",11069,2011,124,84
"498","11069.2012",11069,2012,124,73
"499","11069.2014",11069,2014,124,77
"500","11069.2015",11069,2015,124,67
"501","11069.2016",11069,2016,124,75
"502","11069.2017",11069,2017,124,74
"503","11071.2002",11071,2002,124,45
"504","11071.2003",11071,2003,124,49
"505","11071.2004",11071,2004,124,42
"506","11071.2006",11071,2006,124,36
"507","11071.2007",11071,2007,124,38
"508","11071.2008",11071,2008,124,41
"509","11071.2009",11071,2009,124,52
"510","11071.2010",11071,2010,124,53
"511","11071.2011",11071,2011,124,45
"512","11071.2012",11071,2012,124,47
"513","11071.2013",11071,2013,124,50
"514","11071.2014",11071,2014,124,34
"515","11071.2015",11071,2015,124,41
"516","11071.2016",11071,2016,124,28
"517","11071.2017",11071,2017,124,34
"518","11071.2018",11071,2018,124,39
"519","11071.2019",11071,2019,124,44
"520","11072.1998",11072,1998,124,39
"521","11072.1999",11072,1999,124,34
"522","11072.2000",11072,2000,124,33
"523","11072.2002",11072,2002,124,33
"524","11072.2003",11072,2003,124,28
"525","11072.2004",11072,2004,124,32
"526","11072.2006",11072,2006,124,19
"527","11072.2007",11072,2007,124,31
"528","11072.2008",11072,2008,124,39
"529","11072.2009",11072,2009,124,46
"530","11072.2010",11072,2010,124,32
"531","11072.2011",11072,2011,124,47
"532","11072.2012",11072,2012,124,37
"533","11072.2013",11072,2013,124,41
"534","11072.2014",11072,2014,124,33
"535","11072.2015",11072,2015,124,41
"536","11072.2016",11072,2016,124,51
"537","11072.2017",11072,2017,124,48
"538","11072.2018",11072,2018,124,50
"539","11072.2019",11072,2019,124,44
"540","11074.1997",11074,1997,124,52
"541","11074.1998",11074,1998,124,62
"542","11074.1999",11074,1999,124,72
"543","11074.2000",11074,2000,124,67
"544","11074.2001",11074,2001,124,86
"545","11074.2002",11074,2002,124,55
"546","11074.2003",11074,2003,124,63
"547","11074.2004",11074,2004,124,72
"548","11074.2005",11074,2005,124,66
"549","11074.2006",11074,2006,124,55
"550","11074.2007",11074,2007,124,77
"551","11074.2008",11074,2008,124,53
"552","11074.2009",11074,2009,124,64
"553","11074.2010",11074,2010,124,55
"554","11074.2011",11074,2011,124,61
"555","11074.2012",11074,2012,124,67
"556","11074.2013",11074,2013,124,61
"557","11074.2014",11074,2014,124,47
"558","11074.2015",11074,2015,124,53
"559","11074.2016",11074,2016,124,59
"560","11074.2017",11074,2017,124,44
"561","11074.2018",11074,2018,124,53
"562","11074.2019",11074,2019,124,39
"563","11075.1997",11075,1997,124,62
"564","11075.1998",11075,1998,124,78
"565","11075.1999",11075,1999,124,54
"566","11075.2000",11075,2000,124,59
"567","11075.2001",11075,2001,124,64
"568","11075.2002",11075,2002,124,59
"569","11075.2005",11075,2005,124,57
"570","11075.2006",11075,2006,124,65
"571","11075.2007",11075,2007,124,59
"572","11075.2008",11075,2008,124,64
"573","11075.2009",11075,2009,124,63
"574","11075.2010",11075,2010,124,69
"575","11075.2011",11075,2011,124,57
"576","11075.2012",11075,2012,124,70
"577","11075.2013",11075,2013,124,61
"578","11075.2014",11075,2014,124,70
"579","11075.2015",11075,2015,124,57
"580","11075.2016",11075,2016,124,73
"581","11075.2017",11075,2017,124,58
"582","11075.2018",11075,2018,124,63
"583","11075.2019",11075,2019,124,64
"584","11078.1998",11078,1998,124,54
"585","11078.1999",11078,1999,124,53
"586","11078.2001",11078,2001,124,69
"587","11078.2002",11078,2002,124,59
"588","11078.2005",11078,2005,124,62
"589","11078.2006",11078,2006,124,61
"590","11081.1997",11081,1997,124,70
"591","11081.1998",11081,1998,124,66
"592","11081.1999",11081,1999,124,68
"593","11081.2000",11081,2000,124,66
"594","11081.2001",11081,2001,124,77
"595","11081.2002",11081,2002,124,75
"596","11081.2003",11081,2003,124,70
"597","11081.2004",11081,2004,124,65
"598","11081.2005",11081,2005,124,66
"599","11081.2006",11081,2006,124,68
"600","11081.2007",11081,2007,124,70
"601","11081.2008",11081,2008,124,58
"602","11081.2009",11081,2009,124,64
"603","11081.2010",11081,2010,124,66
"604","11081.2011",11081,2011,124,62
"605","11081.2012",11081,2012,124,66
"606","11081.2013",11081,2013,124,65
"607","11081.2014",11081,2014,124,64
"608","11081.2015",11081,2015,124,54
"609","11085.1997",11085,1997,124,40
"610","11085.1998",11085,1998,124,43
"611","11085.1999",11085,1999,124,58
"612","11085.2000",11085,2000,124,46
"613","11085.2001",11085,2001,124,47
"614","11085.2002",11085,2002,124,60
"615","11085.2003",11085,2003,124,49
"616","11085.2004",11085,2004,124,44
"617","11085.2005",11085,2005,124,52
"618","11085.2006",11085,2006,124,51
"619","11085.2007",11085,2007,124,45
"620","11085.2008",11085,2008,124,59
"621","11085.2009",11085,2009,124,48
"622","11085.2010",11085,2010,124,45
"623","11085.2011",11085,2011,124,41
"624","11085.2012",11085,2012,124,39
"625","11085.2013",11085,2013,124,47
"626","11085.2014",11085,2014,124,52
"627","11085.2015",11085,2015,124,53
"628","11085.2016",11085,2016,124,64
"629","11085.2017",11085,2017,124,55
"630","11085.2018",11085,2018,124,44
"631","11085.2019",11085,2019,124,46
"632","11093.2003",11093,2003,124,55
"633","11093.2004",11093,2004,124,54
"634","11093.2005",11093,2005,124,51
"635","11093.2006",11093,2006,124,56
"636","11093.2007",11093,2007,124,71
"637","11093.2008",11093,2008,124,54
"638","11093.2010",11093,2010,124,55
"639","11093.2011",11093,2011,124,55
"640","11093.2012",11093,2012,124,54
"641","11093.2013",11093,2013,124,52
"642","11093.2015",11093,2015,124,59
"643","11093.2017",11093,2017,124,57
"644","11093.2018",11093,2018,124,62
"645","11101.2015",11101,2015,124,28
"646","11101.2016",11101,2016,124,36
"647","11101.2017",11101,2017,124,34
"648","11101.2018",11101,2018,124,29
"649","11101.2019",11101,2019,124,33
"650","11102.2019",11102,2019,124,66
"651","11114.2013",11114,2013,124,42
"652","11116.1998",11116,1998,124,24
"653","11116.2017",11116,2017,124,24
"654","11118.1999",11118,1999,124,77
"655","11118.2000",11118,2000,124,82
"656","11118.2001",11118,2001,124,89
"657","11118.2003",11118,2003,124,76
"658","11126.1997",11126,1997,124,21
"659","11126.1998",11126,1998,124,32
"660","11126.1999",11126,1999,124,31
"661","11126.2000",11126,2000,124,35
"662","11126.2001",11126,2001,124,29
"663","11126.2002",11126,2002,124,34
"664","11126.2003",11126,2003,124,43
"665","11126.2004",11126,2004,124,35
"666","11126.2005",11126,2005,124,32
"667","11126.2006",11126,2006,124,31
"668","11126.2007",11126,2007,124,32
"669","11126.2008",11126,2008,124,33
"670","11126.2009",11126,2009,124,30
"671","11126.2010",11126,2010,124,39
"672","11126.2011",11126,2011,124,31
"673","11126.2012",11126,2012,124,31
"674","11126.2013",11126,2013,124,40
"675","11126.2014",11126,2014,124,32
"676","11126.2015",11126,2015,124,24
"677","11126.2016",11126,2016,124,31
"678","11126.2017",11126,2017,124,27
"679","11126.2018",11126,2018,124,24
"680","11126.2019",11126,2019,124,16
"681","11131.2015",11131,2015,124,55
"682","11131.2016",11131,2016,124,47
"683","11131.2017",11131,2017,124,40
"684","11131.2018",11131,2018,124,55
"685","11133.2015",11133,2015,124,66
"686","11133.2016",11133,2016,124,55
"687","11133.2017",11133,2017,124,48
"688","11133.2018",11133,2018,124,60
"689","11133.2019",11133,2019,124,52
"690","11136.2004",11136,2004,124,40
"691","11136.2005",11136,2005,124,52
"692","11136.2008",11136,2008,124,41
"693","11136.2009",11136,2009,124,43
"694","11136.2010",11136,2010,124,39
"695","11136.2011",11136,2011,124,45
"696","11136.2012",11136,2012,124,46
"697","11136.2013",11136,2013,124,48
"698","11136.2015",11136,2015,124,56
"699","11136.2016",11136,2016,124,31
"700","11136.2017",11136,2017,124,43
"701","11136.2018",11136,2018,124,54
"702","11136.2019",11136,2019,124,56
"703","11137.1997",11137,1997,124,44
"704","11137.1998",11137,1998,124,54
"705","11137.1999",11137,1999,124,50
"706","11137.2000",11137,2000,124,41
"707","11137.2001",11137,2001,124,46
"708","11137.2002",11137,2002,124,39
"709","11137.2003",11137,2003,124,62
"710","11137.2006",11137,2006,124,62
"711","11137.2007",11137,2007,124,68
"712","11137.2009",11137,2009,124,36
"713","11137.2010",11137,2010,124,68
"714","11137.2012",11137,2012,124,51
"715","11137.2013",11137,2013,124,37
"716","11137.2014",11137,2014,124,63
"717","11137.2015",11137,2015,124,32
"718","11137.2017",11137,2017,124,44
"719","11137.2018",11137,2018,124,50
"720","11137.2019",11137,2019,124,39
"721","11150.1997",11150,1997,124,19
"722","11150.1999",11150,1999,124,26
"723","11167.2001",11167,2001,124,58
"724","11167.2002",11167,2002,124,82
"725","11167.2003",11167,2003,124,82
"726","11167.2004",11167,2004,124,76
"727","11167.2005",11167,2005,124,83
"728","11167.2006",11167,2006,124,75
"729","11167.2007",11167,2007,124,80
"730","11167.2008",11167,2008,124,78
"731","11167.2009",11167,2009,124,82
"732","11167.2010",11167,2010,124,86
"733","11167.2011",11167,2011,124,83
"734","11167.2012",11167,2012,124,87
