"","Transect","RouteNumber","Year","CountryNum","Richness_ALL"
"258",2020.2003,2020,2003,840,15
"259",2020.2004,2020,2004,840,15
"260",2020.2005,2020,2005,840,14
"261",2020.2007,2020,2007,840,11
"262",2020.2008,2020,2008,840,10
"263",2020.2009,2020,2009,840,10
"264",2020.201,2020,2010,840,12
"265",2020.2011,2020,2011,840,7
"266",2020.2012,2020,2012,840,5
"267",2020.2013,2020,2013,840,8
"268",2020.2014,2020,2014,840,4
"269",2020.2016,2020,2016,840,15
"270",2020.2017,2020,2017,840,15
"271",2020.2018,2020,2018,840,23
"272",2020.2019,2020,2019,840,15
"273",2021.1997,2021,1997,840,6
"274",2021.1998,2021,1998,840,8
"275",2021.1999,2021,1999,840,11
"276",2021.2,2021,2000,840,9
"277",2021.2001,2021,2001,840,12
"278",2021.2002,2021,2002,840,11
"279",2021.2003,2021,2003,840,12
"280",2021.2004,2021,2004,840,13
"281",2021.2005,2021,2005,840,11
"282",2021.2006,2021,2006,840,9
"283",2021.2007,2021,2007,840,12
"284",2021.2008,2021,2008,840,1
"285",2021.2009,2021,2009,840,10
"286",2021.201,2021,2010,840,4
"287",2021.2011,2021,2011,840,9
"288",2021.2012,2021,2012,840,8
"289",2021.2013,2021,2013,840,7
"290",2021.2014,2021,2014,840,3
"291",2021.2016,2021,2016,840,8
"292",2021.2017,2021,2017,840,12
"293",2021.2018,2021,2018,840,9
"294",2021.2019,2021,2019,840,11
"295",2022.1997,2022,1997,840,13
"296",2022.1998,2022,1998,840,16
"297",2022.1999,2022,1999,840,9
"298",2022.2,2022,2000,840,14
"299",2022.2001,2022,2001,840,6
"300",2022.2002,2022,2002,840,10
"301",2022.2003,2022,2003,840,14
"302",2022.2004,2022,2004,840,10
"303",2022.2005,2022,2005,840,8
"304",2022.2006,2022,2006,840,7
"305",2022.2007,2022,2007,840,8
"306",2022.2008,2022,2008,840,12
"307",2022.2009,2022,2009,840,8
"308",2022.201,2022,2010,840,5
"309",2022.2011,2022,2011,840,4
"310",2022.2012,2022,2012,840,7
"311",2022.2013,2022,2013,840,11
"312",2022.2014,2022,2014,840,8
"313",2022.2015,2022,2015,840,9
"314",2022.2016,2022,2016,840,7
"315",2022.2017,2022,2017,840,5
"316",2022.2018,2022,2018,840,3
"317",2022.2019,2022,2019,840,5
"318",2023.1997,2023,1997,840,12
"319",2023.1998,2023,1998,840,18
"320",2023.1999,2023,1999,840,12
"321",2023.2,2023,2000,840,9
"322",2023.2001,2023,2001,840,13
"323",2023.2002,2023,2002,840,12
"324",2023.2003,2023,2003,840,15
"325",2023.2004,2023,2004,840,12
"326",2023.2005,2023,2005,840,12
"327",2023.2009,2023,2009,840,9
"328",2023.2011,2023,2011,840,14
"329",2023.2012,2023,2012,840,8
"330",2023.2013,2023,2013,840,8
"331",2023.2014,2023,2014,840,10
"332",2023.2015,2023,2015,840,7
"333",2023.2017,2023,2017,840,10
"334",2024.1998,2024,1998,840,20
"335",2024.1999,2024,1999,840,17
"336",2024.2,2024,2000,840,19
"337",2024.2001,2024,2001,840,16
"338",2024.2002,2024,2002,840,12
"339",2024.2003,2024,2003,840,11
"340",2024.2004,2024,2004,840,14
"341",2024.2005,2024,2005,840,10
"342",2024.2006,2024,2006,840,15
"343",2024.2007,2024,2007,840,12
"344",2024.2008,2024,2008,840,15
"345",2024.2009,2024,2009,840,12
"346",2024.201,2024,2010,840,8
"347",2024.2011,2024,2011,840,6
"348",2024.2012,2024,2012,840,7
"349",2024.2013,2024,2013,840,15
"350",2024.2014,2024,2014,840,7
"351",2024.2015,2024,2015,840,8
"352",2024.2016,2024,2016,840,11
"353",2024.2017,2024,2017,840,5
"354",2024.2018,2024,2018,840,9
"355",2024.2019,2024,2019,840,4
"356",2025.1997,2025,1997,840,15
"357",2025.1998,2025,1998,840,14
"358",2025.2,2025,2000,840,12
"359",2025.2001,2025,2001,840,9
"360",2025.2002,2025,2002,840,13
"361",2025.2003,2025,2003,840,8
"362",2025.2004,2025,2004,840,16
"363",2025.2005,2025,2005,840,10
"364",2025.2006,2025,2006,840,10
"365",2025.2007,2025,2007,840,18
"366",2025.2008,2025,2008,840,15
"367",2025.2009,2025,2009,840,21
"368",2025.201,2025,2010,840,15
"369",2025.2011,2025,2011,840,18
"370",2025.2012,2025,2012,840,9
"371",2025.2013,2025,2013,840,14
"372",2025.2014,2025,2014,840,11
"373",2025.2015,2025,2015,840,13
"374",2025.2016,2025,2016,840,14
"375",2025.2017,2025,2017,840,12
"376",2026.1997,2026,1997,840,15
"377",2026.1998,2026,1998,840,16
"378",2026.1999,2026,1999,840,15
"379",2026.2,2026,2000,840,19
"380",2026.2001,2026,2001,840,13
"381",2026.2002,2026,2002,840,14
"382",2026.2003,2026,2003,840,18
"383",2026.2004,2026,2004,840,15
"384",2026.2005,2026,2005,840,12
"385",2026.201,2026,2010,840,3
"386",2026.2011,2026,2011,840,3
"387",2026.2012,2026,2012,840,3
"388",2026.2013,2026,2013,840,6
"389",2026.2014,2026,2014,840,4
"390",2026.2015,2026,2015,840,13
"391",2026.2016,2026,2016,840,6
"392",2026.2017,2026,2017,840,3
"393",2027.1997,2027,1997,840,7
"394",2027.1998,2027,1998,840,11
"395",2027.1999,2027,1999,840,8
"396",2027.2,2027,2000,840,14
"397",2027.2001,2027,2001,840,18
"398",2027.2002,2027,2002,840,16
"399",2027.2003,2027,2003,840,13
"400",2027.2004,2027,2004,840,12
"401",2027.2005,2027,2005,840,14
"402",2027.2006,2027,2006,840,11
"403",2027.2007,2027,2007,840,12
"404",2027.2008,2027,2008,840,12
"405",2027.2009,2027,2009,840,11
"406",2027.201,2027,2010,840,12
"407",2027.2011,2027,2011,840,14
"408",2027.2015,2027,2015,840,9
"409",2027.2016,2027,2016,840,14
"410",2027.2017,2027,2017,840,13
"411",2027.2018,2027,2018,840,13
"412",2027.2019,2027,2019,840,15
"413",2028.1997,2028,1997,840,6
"414",2028.1998,2028,1998,840,5
"415",2028.1999,2028,1999,840,9
"416",2028.2,2028,2000,840,10
"417",2028.2001,2028,2001,840,7
"418",2028.2002,2028,2002,840,2
"419",2028.2003,2028,2003,840,15
"420",2028.2004,2028,2004,840,13
"421",2028.2005,2028,2005,840,9
"422",2028.2007,2028,2007,840,16
"423",2028.2008,2028,2008,840,16
"424",2028.2009,2028,2009,840,14
"425",2028.201,2028,2010,840,16
"426",2028.2011,2028,2011,840,10
"427",2028.2015,2028,2015,840,6
"428",2028.2016,2028,2016,840,3
"429",2028.2017,2028,2017,840,7
"430",2028.2018,2028,2018,840,7
"431",2028.2019,2028,2019,840,6
"432",2029.1997,2029,1997,840,10
"433",2029.1998,2029,1998,840,13
"434",2029.1999,2029,1999,840,9
"435",2029.2,2029,2000,840,12
"436",2029.2001,2029,2001,840,11
"437",2029.2002,2029,2002,840,14
"438",2029.2003,2029,2003,840,9
"439",2029.2004,2029,2004,840,17
"440",2029.2005,2029,2005,840,9
"441",2029.2006,2029,2006,840,12
"442",2029.2007,2029,2007,840,10
"443",2029.2008,2029,2008,840,7
"444",2029.2009,2029,2009,840,8
"445",2029.201,2029,2010,840,13
"446",2029.2011,2029,2011,840,8
"447",2029.2012,2029,2012,840,10
"448",2029.2013,2029,2013,840,7
"449",2029.2014,2029,2014,840,7
"450",2029.2015,2029,2015,840,11
"451",2029.2016,2029,2016,840,4
"452",2029.2017,2029,2017,840,8
"453",2029.2018,2029,2018,840,15
"454",2029.2019,2029,2019,840,15
"455",2030.1998,2030,1998,840,7
"456",2030.2017,2030,2017,840,9
"457",2030.2018,2030,2018,840,5
"458",2030.2019,2030,2019,840,10
"459",2031.1999,2031,1999,840,32
"460",2031.2,2031,2000,840,29
"461",2031.2001,2031,2001,840,22
"462",2031.2002,2031,2002,840,16
"463",2031.2003,2031,2003,840,26
"464",2031.2004,2031,2004,840,8
"465",2031.2005,2031,2005,840,4
"466",2031.2006,2031,2006,840,3
"467",2031.2007,2031,2007,840,4
"468",2031.2008,2031,2008,840,3
"469",2031.2009,2031,2009,840,8
"470",2031.201,2031,2010,840,2
"471",2031.2016,2031,2016,840,6
"472",2031.2017,2031,2017,840,6
"473",2031.2018,2031,2018,840,4
"474",2031.2019,2031,2019,840,7
"475",2032.2001,2032,2001,840,13
"476",2032.2003,2032,2003,840,11
"477",2032.2004,2032,2004,840,10
"478",2032.2005,2032,2005,840,8
"479",2032.2006,2032,2006,840,4
"480",2032.2007,2032,2007,840,5
"481",2032.2008,2032,2008,840,5
"482",2032.2013,2032,2013,840,4
"483",2032.2014,2032,2014,840,12
"484",2032.2015,2032,2015,840,8
"485",2032.2016,2032,2016,840,16
"486",2032.2017,2032,2017,840,15
"487",2033.1997,2033,1997,840,16
"488",2033.1998,2033,1998,840,19
"489",2033.1999,2033,1999,840,21
"490",2033.2,2033,2000,840,9
"491",2033.2001,2033,2001,840,15
"492",2033.2002,2033,2002,840,16
"493",2033.2003,2033,2003,840,16
"494",2033.2004,2033,2004,840,23
"495",2033.2005,2033,2005,840,15
"496",2033.2006,2033,2006,840,12
"497",2033.2007,2033,2007,840,14
"498",2033.2008,2033,2008,840,12
"499",2033.201,2033,2010,840,8
"500",2033.2011,2033,2011,840,4
"501",2033.2012,2033,2012,840,5
"502",2033.2013,2033,2013,840,7
"503",2033.2014,2033,2014,840,3
"504",2034.1997,2034,1997,840,14
"505",2034.1998,2034,1998,840,12
"506",2034.1999,2034,1999,840,15
"507",2034.2,2034,2000,840,14
"508",2034.2001,2034,2001,840,10
"509",2034.2002,2034,2002,840,11
"510",2034.2003,2034,2003,840,14
"511",2034.2004,2034,2004,840,9
"512",2034.2005,2034,2005,840,13
"513",2034.2006,2034,2006,840,14
"514",2034.2007,2034,2007,840,8
"515",2034.2008,2034,2008,840,6
"516",2034.2009,2034,2009,840,4
"517",2034.201,2034,2010,840,7
"518",2034.2011,2034,2011,840,5
"519",2035.1997,2035,1997,840,5
"520",2035.1998,2035,1998,840,2
"521",2035.1999,2035,1999,840,2
"522",2035.2,2035,2000,840,5
"523",2035.2001,2035,2001,840,4
"524",2035.2002,2035,2002,840,1
"525",2035.2003,2035,2003,840,1
"526",2035.2004,2035,2004,840,7
"527",2035.2005,2035,2005,840,5
"528",2035.2006,2035,2006,840,3
"529",2035.2007,2035,2007,840,3
"530",2035.2009,2035,2009,840,3
"531",2035.201,2035,2010,840,1
"532",2035.2011,2035,2011,840,3
"533",2035.2013,2035,2013,840,2
"534",2035.2014,2035,2014,840,3
"535",2035.2015,2035,2015,840,6
"536",2035.2016,2035,2016,840,5
"537",2035.2017,2035,2017,840,4
"538",2035.2018,2035,2018,840,5
"539",2036.1997,2036,1997,840,6
"540",2036.1998,2036,1998,840,8
"541",2036.1999,2036,1999,840,6
"542",2036.2,2036,2000,840,12
"543",2036.2001,2036,2001,840,16
"544",2036.2002,2036,2002,840,9
"545",2036.2003,2036,2003,840,15
"546",2036.2004,2036,2004,840,13
"547",2036.2005,2036,2005,840,9
"548",2036.2007,2036,2007,840,11
"549",2036.2008,2036,2008,840,8
"550",2036.2009,2036,2009,840,4
"551",2036.201,2036,2010,840,8
"552",2036.2011,2036,2011,840,6
"553",2036.2012,2036,2012,840,6
"554",2036.2013,2036,2013,840,3
"555",2036.2014,2036,2014,840,1
"556",2036.2016,2036,2016,840,8
"557",2036.2019,2036,2019,840,6
"558",2037.1997,2037,1997,840,6
"559",2037.1998,2037,1998,840,3
"560",2037.1999,2037,1999,840,1
"561",2037.2,2037,2000,840,4
"562",2038.1997,2038,1997,840,2
"563",2038.1998,2038,1998,840,3
"564",2038.1999,2038,1999,840,6
"565",2038.2,2038,2000,840,5
"566",2038.2001,2038,2001,840,3
"567",2038.2002,2038,2002,840,4
"568",2038.2003,2038,2003,840,5
"569",2038.2004,2038,2004,840,6
"570",2038.2005,2038,2005,840,3
"571",2038.2006,2038,2006,840,7
"572",2038.2007,2038,2007,840,6
"573",2038.2008,2038,2008,840,5
"574",2038.2009,2038,2009,840,6
"575",2038.2011,2038,2011,840,10
"576",2038.2012,2038,2012,840,5
"577",2038.2013,2038,2013,840,7
"578",2038.2014,2038,2014,840,8
"579",2038.2015,2038,2015,840,6
"580",2038.2016,2038,2016,840,5
"581",2038.2017,2038,2017,840,6
"582",2038.2018,2038,2018,840,2
"583",2038.2019,2038,2019,840,3
"584",2039.1997,2039,1997,840,11
"585",2039.1998,2039,1998,840,13
"586",2039.1999,2039,1999,840,7
"587",2039.2,2039,2000,840,8
"588",2039.2001,2039,2001,840,8
"589",2039.2002,2039,2002,840,11
"590",2039.2003,2039,2003,840,7
"591",2039.2004,2039,2004,840,8
"592",2039.2006,2039,2006,840,7
"593",2039.2007,2039,2007,840,8
"594",2039.2008,2039,2008,840,8
"595",2039.2009,2039,2009,840,10
"596",2039.201,2039,2010,840,8
"597",2039.2011,2039,2011,840,7
"598",2039.2012,2039,2012,840,3
"599",2039.2013,2039,2013,840,3
"600",2039.2018,2039,2018,840,4
"601",2041.1997,2041,1997,840,12
"602",2041.1998,2041,1998,840,9
"603",2041.1999,2041,1999,840,9
"604",2041.2,2041,2000,840,27
"605",2041.2001,2041,2001,840,25
"606",2041.2002,2041,2002,840,17
"607",2041.2003,2041,2003,840,31
"608",2043.1997,2043,1997,840,4
"609",2043.1998,2043,1998,840,3
"610",2043.1999,2043,1999,840,1
"611",2043.2,2043,2000,840,5
"612",2043.2001,2043,2001,840,5
"613",2043.2002,2043,2002,840,1
"614",2043.2003,2043,2003,840,3
"615",2043.2004,2043,2004,840,4
"616",2043.2005,2043,2005,840,9
"617",2043.2006,2043,2006,840,3
"618",2043.2007,2043,2007,840,6
"619",2043.2008,2043,2008,840,6
"620",2043.2009,2043,2009,840,9
"621",2043.201,2043,2010,840,2
"622",2043.2011,2043,2011,840,3
"623",2043.2012,2043,2012,840,3
"624",2043.2013,2043,2013,840,3
"625",2043.2014,2043,2014,840,4
"626",2043.2015,2043,2015,840,4
"627",2043.2016,2043,2016,840,6
"628",2043.2017,2043,2017,840,4
"629",2043.2018,2043,2018,840,2
"630",2043.2019,2043,2019,840,1
"631",2045.1997,2045,1997,840,14
"632",2045.1998,2045,1998,840,18
"633",2045.1999,2045,1999,840,13
"634",2045.2,2045,2000,840,12
"635",2045.2001,2045,2001,840,17
"636",2045.2002,2045,2002,840,16
"637",2045.2003,2045,2003,840,19
"638",2045.2004,2045,2004,840,21
"639",2045.2005,2045,2005,840,17
"640",2045.2006,2045,2006,840,16
"641",2045.2007,2045,2007,840,15
"642",2045.2008,2045,2008,840,8
"643",2045.2009,2045,2009,840,11
"644",2045.201,2045,2010,840,9
"645",2045.2011,2045,2011,840,10
"646",2045.2012,2045,2012,840,10
"647",2045.2013,2045,2013,840,9
"648",2045.2014,2045,2014,840,7
"649",2045.2015,2045,2015,840,8
"650",2045.2016,2045,2016,840,5
"651",2045.2017,2045,2017,840,6
"652",2045.2018,2045,2018,840,7
"653",2045.2019,2045,2019,840,4
"654",2046.1997,2046,1997,840,30
"655",2046.1998,2046,1998,840,29
"656",2046.1999,2046,1999,840,36
"657",2046.2,2046,2000,840,30
"658",2046.2001,2046,2001,840,31
"659",2046.2002,2046,2002,840,27
"660",2046.2003,2046,2003,840,22
"661",2046.2005,2046,2005,840,25
"662",2046.2009,2046,2009,840,15
"663",2046.201,2046,2010,840,14
"664",2046.2011,2046,2011,840,11
"665",2046.2012,2046,2012,840,12
"666",2046.2014,2046,2014,840,12
"667",2046.2016,2046,2016,840,8
"668",2046.2017,2046,2017,840,10
"669",2047.1997,2047,1997,840,11
"670",2047.1998,2047,1998,840,11
"671",2047.1999,2047,1999,840,8
"672",2047.2,2047,2000,840,9
"673",2047.2001,2047,2001,840,8
"674",2047.2002,2047,2002,840,11
"675",2047.2003,2047,2003,840,10
"676",2047.2004,2047,2004,840,12
"677",2047.2005,2047,2005,840,14
"678",2047.2006,2047,2006,840,10
"679",2047.2007,2047,2007,840,5
"680",2047.2008,2047,2008,840,7
"681",2047.2009,2047,2009,840,4
"682",2047.201,2047,2010,840,6
"683",2047.2011,2047,2011,840,7
"684",2047.2012,2047,2012,840,3
"685",2047.2013,2047,2013,840,4
"686",2047.2014,2047,2014,840,4
"687",2047.2015,2047,2015,840,5
"688",2047.2016,2047,2016,840,4
"689",2047.2017,2047,2017,840,7
"690",2047.2018,2047,2018,840,9
"691",2047.2019,2047,2019,840,8
"692",2048.1997,2048,1997,840,20
"693",2048.1998,2048,1998,840,10
"694",2048.1999,2048,1999,840,11
"695",2048.2,2048,2000,840,10
"696",2048.2001,2048,2001,840,13
"697",2048.2002,2048,2002,840,10
"698",2048.2003,2048,2003,840,15
"699",2048.2004,2048,2004,840,11
"700",2048.2005,2048,2005,840,8
"701",2048.2007,2048,2007,840,11
"702",2048.2008,2048,2008,840,4
"703",2048.2009,2048,2009,840,7
"704",2048.201,2048,2010,840,6
"705",2048.2011,2048,2011,840,4
"706",2048.2015,2048,2015,840,9
"707",2048.2016,2048,2016,840,2
"708",2048.2017,2048,2017,840,3
"709",2048.2018,2048,2018,840,1
"710",2048.2019,2048,2019,840,2
"711",2049.1997,2049,1997,840,14
"712",2049.1998,2049,1998,840,21
"713",2049.1999,2049,1999,840,19
"714",2049.2,2049,2000,840,19
"715",2049.2001,2049,2001,840,13
"716",2049.2002,2049,2002,840,12
"717",2049.2003,2049,2003,840,16
"718",2049.2004,2049,2004,840,17
"719",2049.2005,2049,2005,840,11
"720",2049.2006,2049,2006,840,13
"721",2049.2007,2049,2007,840,13
"722",2049.2008,2049,2008,840,12
"723",2049.2009,2049,2009,840,9
"724",2049.201,2049,2010,840,21
"725",2049.2011,2049,2011,840,9
"726",2049.2017,2049,2017,840,19
"727",2049.2018,2049,2018,840,28
"728",2049.2019,2049,2019,840,10
"729",2050.1997,2050,1997,840,12
"730",2050.1998,2050,1998,840,17
"731",2050.1999,2050,1999,840,15
"732",2050.2,2050,2000,840,14
"733",2050.2001,2050,2001,840,18
"734",2050.2002,2050,2002,840,20
"735",2050.2003,2050,2003,840,21
"736",2050.2004,2050,2004,840,17
"737",2050.2005,2050,2005,840,12
